OrderID,ProductID,Quantity,Price
1590,432,5,328.03
1590,123,5,117.22
1591,368,1,39.2
1592,401,3,905.3
1592,458,3,41.12
1593,49,1,25.52
1593,281,2,160.02
1593,280,3,75.2
1593,59,5,65.76
1594,314,2,42.67
1594,402,3,845.1
1594,8,2,77.63
1595,493,4,90.07
1596,209,5,78.74
1596,304,3,168.36
1597,118,2,446.66
1598,246,5,28.53
1599,396,2,254.23
1599,353,4,975.38
1599,308,3,25.91
1599,34,1,144.79
1600,317,4,350.57
1600,391,5,247.29
1600,425,3,170.53
1601,163,4,16.31
1601,127,2,43.88
1602,202,3,319.37
1602,289,2,134.65
1602,447,2,88.12
1603,58,5,649.14
1603,294,2,103.06
1604,168,3,751.31
1604,16,1,216.61
1605,441,3,130.28
1605,447,5,88.12
1605,38,4,41.71
1605,185,4,814.72
1605,419,5,34.49
1606,115,5,29.2
1606,218,2,167.45
1606,323,5,143.15
1606,40,2,95.78
1607,163,2,16.31
1607,225,1,859.74
1607,90,4,134.43
1607,32,3,115.46
1607,77,5,146.76
1608,334,4,546.51
1608,221,4,41.59
1609,287,4,180.33
1609,263,4,467.03
1609,492,3,62.24
1609,316,4,276.0
1609,384,3,189.95
1610,350,4,102.43
1610,292,3,88.38
1611,119,3,309.51
1611,371,4,974.55
1611,336,5,189.44
1611,300,2,709.83
1611,94,4,738.27
1612,18,4,382.25
1612,284,5,25.07
1612,55,2,44.51
1612,452,3,199.49
1612,65,4,381.93
1613,239,5,154.06
1614,352,4,120.85
1614,173,1,285.17
1614,238,1,62.93
1615,203,2,21.14
1615,81,2,865.56
1615,405,1,119.36
1616,14,4,38.07
1617,480,4,142.3
1617,292,3,88.38
1617,63,3,712.23
1617,43,3,33.96
1617,67,2,486.63
1618,286,3,845.87
1618,42,2,19.09
1618,100,1,62.77
1618,300,3,709.83
1619,192,1,21.84
1619,293,4,51.84
1619,289,5,134.65
1620,383,5,39.88
1621,173,3,285.17
1622,190,4,100.79
1622,273,4,38.02
1622,442,4,391.51
1622,402,5,845.1
1623,112,2,70.53
1623,109,3,62.85
1623,227,2,42.53
1623,82,5,284.77
1623,35,2,487.78
1624,492,5,62.24
1624,387,5,949.95
1624,160,5,46.61
1624,176,5,129.23
1624,410,2,173.02
1625,59,3,65.76
1626,385,1,167.21
1626,181,3,53.1
1627,222,5,112.27
1627,86,3,11.17
1627,463,3,43.81
1627,203,1,21.14
1627,366,5,117.71
1628,260,3,294.74
1629,78,5,93.8
1629,347,5,180.46
1629,212,3,37.47
1629,444,1,18.61
1629,108,1,38.48
1630,163,2,16.31
1630,232,3,343.88
1631,266,3,69.9
1631,55,3,44.51
1631,215,2,843.17
1631,249,3,36.81
1632,121,5,11.18
1632,330,1,287.45
1632,259,1,31.53
1632,483,5,21.86
1633,264,1,360.2
1633,332,5,235.95
1634,250,2,40.53
1634,104,4,32.22
1634,120,5,80.44
1635,319,5,21.4
1636,29,4,150.08
1636,36,3,100.2
1636,124,1,850.95
1637,182,1,44.45
1637,142,2,48.07
1637,13,3,72.85
1637,230,2,164.45
1637,140,2,53.69
1638,331,3,865.86
1638,23,2,471.75
1638,449,1,50.92
1638,9,3,124.55
1639,261,2,17.84
1639,281,2,160.02
1640,229,5,17.76
1640,417,2,492.2
1640,460,4,135.1
1641,89,3,364.74
1642,50,3,48.25
1642,394,4,488.39
1642,60,4,69.95
1643,239,5,154.06
1643,101,1,122.59
1644,78,1,93.8
1644,57,3,275.29
1645,277,4,48.47
1645,279,2,40.55
1645,196,1,164.54
1646,149,4,135.95
1646,265,1,112.5
1646,175,1,38.22
1647,343,3,62.24
1647,426,5,72.59
1648,303,1,340.7
1648,101,5,122.59
1648,33,5,374.01
1649,327,4,24.26
1649,397,3,47.83
1649,376,3,107.22
1649,306,3,434.14
1650,21,3,94.31
1651,19,2,55.04
1651,286,5,845.87
1651,430,1,116.28
1652,480,2,142.3
1652,142,3,48.07
1653,378,3,14.27
1654,29,3,150.08
1654,337,1,262.98
1654,470,3,86.89
1654,285,1,327.28
1654,340,4,259.21
1655,488,4,96.61
1655,217,1,427.27
1655,482,4,272.9
1655,385,5,167.21
1656,171,3,81.4
1656,83,1,25.88
1656,379,4,206.41
1656,227,1,42.53
1656,309,3,144.89
1657,288,5,297.16
1658,491,5,120.77
1658,481,1,30.46
1659,35,5,487.78
1659,259,5,31.53
1659,44,3,871.61
1659,61,3,118.69
1660,79,2,135.1
1660,348,3,164.95
1661,467,4,135.03
1661,32,5,115.46
1662,395,4,26.45
1662,133,2,27.36
1663,57,4,275.29
1663,105,4,10.48
1663,157,2,249.54
1664,50,2,48.25
1664,355,2,109.14
1665,34,1,144.79
1665,459,4,111.81
1665,417,3,492.2
1666,206,2,23.56
1666,178,3,180.08
1667,98,4,294.4
1667,132,2,125.21
1667,475,5,25.4
1667,118,3,446.66
1667,84,1,126.76
1668,330,3,287.45
1668,352,4,120.85
1668,466,3,287.54
1668,1,1,233.19
1668,61,5,118.69
1669,215,2,843.17
1670,179,4,119.43
1670,397,2,47.83
1671,160,5,46.61
1671,108,2,38.48
1671,317,1,350.57
1671,290,3,29.64
1672,308,4,25.91
1672,419,3,34.49
1673,464,5,103.25
1673,269,4,395.82
1674,44,4,871.61
1674,28,3,475.84
1674,128,5,45.12
1674,77,4,146.76
1675,205,3,284.1
1676,111,2,439.34
1676,270,5,195.94
1676,99,2,251.67
1676,361,5,299.96
1676,57,4,275.29
1677,70,5,724.49
1677,25,2,32.64
1677,113,1,828.05
1678,420,2,35.24
1678,386,5,420.56
1678,186,2,759.15
1678,5,4,36.06
1679,30,4,493.73
1679,101,2,122.59
1679,6,2,36.72
1679,20,4,189.36
1680,271,3,395.37
1681,247,1,640.32
1681,256,2,19.49
1681,25,3,32.64
1681,187,3,123.84
1682,256,3,19.49
1682,372,5,305.87
1682,217,2,427.27
1682,187,2,123.84
1683,441,1,130.28
1683,189,4,162.63
1683,73,2,109.3
1683,217,2,427.27
1684,450,2,42.85
1684,114,4,96.55
1684,154,1,527.29
1685,130,3,103.7
1686,194,5,107.11
1686,40,2,95.78
1686,231,2,77.26
1686,424,4,493.39
1686,139,1,148.68
1687,14,4,38.07
1687,99,1,251.67
1687,417,2,492.2
1687,227,3,42.53
1687,309,3,144.89
1688,100,5,62.77
1688,99,1,251.67
1688,415,5,495.32
1689,41,3,133.15
1690,28,3,475.84
1690,85,1,130.66
1691,68,4,49.86
1691,349,4,20.58
1691,404,5,590.39
1691,125,5,223.72
1691,423,5,112.5
1692,420,1,35.24
1693,154,4,527.29
1693,191,5,57.35
1694,438,2,46.86
1695,495,5,57.31
1695,356,4,51.7
1696,480,4,142.3
1696,96,5,474.58
1696,358,4,996.09
1696,281,3,160.02
1697,291,3,52.01
1698,157,4,249.54
1698,238,5,62.93
1698,53,5,163.74
1698,85,1,130.66
1699,215,5,843.17
1700,49,3,25.52
1701,169,2,109.61
1701,365,5,114.28
1702,463,3,43.81
1703,201,5,675.58
1703,378,2,14.27
1703,322,3,68.54
1704,317,5,350.57
1704,484,3,27.72
1705,392,1,34.77
1705,427,3,88.01
1705,39,4,27.65
1705,78,2,93.8
1705,246,4,28.53
1706,92,4,93.7
1706,216,3,413.45
1706,375,4,447.4
1707,9,5,124.55
1707,108,4,38.48
1707,471,1,12.72
1707,498,2,141.76
1708,382,1,74.44
1709,488,2,96.61
1709,48,4,230.81
1709,270,5,195.94
1710,486,2,17.27
1710,7,3,197.61
1710,203,1,21.14
1710,173,2,285.17
1710,446,5,94.61
1711,94,2,738.27
1711,425,3,170.53
1712,102,1,83.05
1712,303,2,340.7
1712,443,1,134.17
1712,433,1,44.31
1712,40,2,95.78
1713,185,2,814.72
1714,298,5,374.32
1714,359,2,110.0
1714,21,4,94.31
1715,406,1,287.84
1715,212,3,37.47
1715,393,3,184.0
1716,479,3,389.38
1716,466,3,287.54
1716,429,2,148.7
1717,284,1,25.07
1718,17,3,241.96
1718,133,1,27.36
1718,121,3,11.18
1718,355,4,109.14
1718,409,5,68.59
1719,21,1,94.31
1719,375,5,447.4
1719,337,3,262.98
1719,386,2,420.56
1720,197,5,144.3
1720,251,3,39.4
1720,390,2,828.53
1720,176,3,129.23
1720,306,5,434.14
1721,46,3,44.68
1721,489,5,42.98
1721,263,2,467.03
1721,452,1,199.49
1722,407,1,118.23
1722,28,2,475.84
1722,122,3,132.74
1722,312,1,83.9
1722,139,5,148.68
1723,444,2,18.61
1723,398,4,19.46
1724,50,3,48.25
1724,248,1,49.22
1724,205,2,284.1
1724,366,4,117.71
1724,85,1,130.66
1725,206,2,23.56
1725,237,1,124.92
1726,291,3,52.01
1726,477,2,342.89
1726,239,4,154.06
1727,419,5,34.49
1727,156,3,496.01
1727,277,4,48.47
1728,445,1,97.26
1729,303,1,340.7
1729,206,3,23.56
1729,21,3,94.31
1730,471,1,12.72
1730,256,4,19.49
1730,148,1,49.58
1730,2,3,139.9
1731,442,4,391.51
1731,152,4,49.18
1731,314,3,42.67
1731,18,4,382.25
1732,255,4,60.92
1732,356,2,51.7
1732,125,1,223.72
1732,128,2,45.12
1732,388,3,27.75
1733,437,2,472.81
1734,93,2,36.61
1734,143,3,22.49
1734,258,1,265.49
1734,186,5,759.15
1735,116,2,112.72
1736,112,5,70.53
1736,417,5,492.2
1736,194,3,107.11
1737,49,3,25.52
1737,70,2,724.49
1737,168,1,751.31
1737,430,3,116.28
1737,272,2,198.89
1738,154,4,527.29
1738,419,1,34.49
1739,70,5,724.49
1740,489,4,42.98
1741,258,2,265.49
1742,89,4,364.74
1743,176,4,129.23
1744,26,2,285.2
1744,312,4,83.9
1744,471,5,12.72
1744,224,2,158.52
1745,323,4,143.15
1746,3,2,47.54
1746,331,3,865.86
1746,480,4,142.3
1747,461,1,496.43
1747,403,3,159.51
1747,264,3,360.2
1747,181,1,53.1
1748,482,2,272.9
1748,88,1,36.55
1748,376,2,107.22
1749,110,2,63.57
1749,440,1,145.88
1749,389,2,440.03
1749,162,3,46.64
1750,88,2,36.55
1750,255,1,60.92
1750,381,2,167.47
1750,121,5,11.18
1751,480,2,142.3
1751,145,2,163.42
1751,326,5,54.03
1751,199,3,28.13
1752,189,4,162.63
1752,214,2,644.04
1752,160,4,46.61
1752,339,2,16.7
1753,315,3,116.33
1753,25,1,32.64
1753,468,2,54.91
1754,453,2,84.16
1754,194,3,107.11
1754,85,5,130.66
1754,301,4,13.33
1755,224,4,158.52
1755,224,2,158.52
1755,80,2,828.57
1755,49,3,25.52
1756,90,1,134.43
1757,484,2,27.72
1757,434,2,584.08
1757,490,3,64.11
1758,434,2,584.08
1758,316,5,276.0
1758,217,4,427.27
1758,375,3,447.4
1758,124,2,850.95
1759,233,5,833.34
1759,392,2,34.77
1760,345,4,11.17
1760,49,1,25.52
1760,257,2,34.72
1760,481,1,30.46
1760,266,1,69.9
1761,170,3,130.19
1761,16,1,216.61
1762,156,1,496.01
1762,346,1,30.44
1763,346,2,30.44
1763,387,2,949.95
1763,347,5,180.46
1764,194,1,107.11
1764,389,2,440.03
1765,322,3,68.54
1766,27,4,20.18
1767,335,3,141.29
1768,393,1,184.0
1768,146,5,19.21
1768,474,1,439.91
1768,258,5,265.49
1769,417,2,492.2
1769,47,2,92.87
1769,345,3,11.17
1769,353,1,975.38
1770,278,4,300.9
1770,407,5,118.23
1770,329,5,283.84
1770,420,1,35.24
1771,65,1,381.93
1771,192,1,21.84
1771,165,3,49.45
1771,57,3,275.29
1771,376,4,107.22
1772,365,1,114.28
1772,386,1,420.56
1773,314,5,42.67
1773,328,3,246.57
1773,267,4,490.85
1774,448,5,24.43
1774,236,4,222.27
1774,337,4,262.98
1774,14,3,38.07
1774,45,3,140.09
1775,49,3,25.52
1775,441,4,130.28
1775,286,2,845.87
1775,167,1,242.82
1776,402,3,845.1
1776,102,2,83.05
1776,473,2,27.81
1776,367,2,27.48
1776,131,1,60.71
1777,121,3,11.18
1778,476,1,343.25
1778,8,5,77.63
1779,478,3,46.52
1780,190,5,100.79
1780,103,2,410.34
1780,313,3,49.55
1780,24,1,96.94
1781,276,3,115.47
1781,259,2,31.53
1781,213,2,150.41
1782,42,2,19.09
1783,393,3,184.0
1784,246,4,28.53
1784,164,2,43.08
1784,325,3,163.64
1785,91,1,20.4
1785,393,2,184.0
1785,132,2,125.21
1786,458,3,41.12
1787,172,4,689.01
1787,370,3,21.09
1787,85,5,130.66
1787,427,5,88.01
1788,149,3,135.95
1788,96,2,474.58
1788,433,4,44.31
1788,241,1,498.95
1788,206,4,23.56
1789,229,1,17.76
1790,84,5,126.76
1790,286,5,845.87
1790,441,3,130.28
1790,416,4,15.81
1791,431,1,841.96
1791,11,5,517.47
1791,199,2,28.13
1791,385,1,167.21
1791,448,2,24.43
1792,106,1,25.52
1792,339,1,16.7
1792,100,4,62.77
1793,117,4,421.37
1793,7,5,197.61
1793,204,4,211.45
1793,146,3,19.21
1794,466,4,287.54
1794,472,4,179.31
1794,322,3,68.54
1794,352,3,120.85
1795,193,5,66.36
1796,387,2,949.95
1796,275,5,142.48
1796,471,5,12.72
1796,416,2,15.81
1797,298,4,374.32
1797,107,4,460.94
1797,129,3,70.3
1798,187,1,123.84
1798,375,4,447.4
1798,70,3,724.49
1798,13,5,72.85
1798,255,4,60.92
1799,22,5,88.94
1800,164,3,43.08
1800,51,5,415.42
1800,333,1,53.31
1800,398,3,19.46
1801,62,1,419.18
1802,192,3,21.84
1802,45,5,140.09
1803,9,5,124.55
1804,435,2,69.6
1804,300,2,709.83
1805,457,1,15.07
1805,87,4,783.01
1805,452,4,199.49
1805,420,5,35.24
1805,300,5,709.83
1806,126,4,521.38
1806,94,4,738.27
1806,175,5,38.22
1806,338,3,260.63
1806,121,4,11.18
1807,281,2,160.02
1807,34,1,144.79
1807,211,3,185.3
1807,40,4,95.78
1808,328,2,246.57
1808,259,5,31.53
1809,189,2,162.63
1809,234,4,577.04
1809,20,4,189.36
1809,157,2,249.54
1810,338,1,260.63
1811,26,4,285.2
1811,69,1,113.7
1811,500,3,35.86
1811,26,4,285.2
1811,481,5,30.46
1812,352,3,120.85
1813,365,2,114.28
1813,495,2,57.31
1814,143,3,22.49
1814,362,4,29.19
1814,204,3,211.45
1814,388,3,27.75
1814,465,3,144.82
1815,409,3,68.59
1815,181,5,53.1
1815,418,5,932.95
1815,338,2,260.63
1816,493,4,90.07
1816,64,1,555.24
1816,388,5,27.75
1816,378,3,14.27
1817,245,4,116.27
1817,37,3,156.42
1817,256,1,19.49
1817,498,5,141.76
1817,67,5,486.63
1818,286,2,845.87
1818,370,4,21.09
1818,75,1,73.84
1818,121,3,11.18
1819,405,2,119.36
1820,204,1,211.45
1820,370,1,21.09
1820,196,2,164.54
1820,257,3,34.72
1820,265,4,112.5
1821,110,5,63.57
1821,367,2,27.48
1821,218,5,167.45
1822,312,2,83.9
1822,474,2,439.91
1823,265,2,112.5
1824,51,1,415.42
1824,114,2,96.55
1824,330,1,287.45
1824,277,4,48.47
1825,120,5,80.44
1825,366,2,117.71
1825,278,1,300.9
1825,165,1,49.45
1825,88,4,36.55
1826,428,1,20.65
1826,346,2,30.44
1826,177,3,48.1
1827,157,1,249.54
1827,418,5,932.95
1827,169,5,109.61
1827,176,2,129.23
1827,489,5,42.98
1828,469,1,35.92
1829,484,5,27.72
1829,186,3,759.15
1830,301,2,13.33
1831,45,4,140.09
1831,453,1,84.16
1831,472,1,179.31
1832,18,3,382.25
1832,429,3,148.7
1832,273,5,38.02
1833,96,2,474.58
1833,233,2,833.34
1833,301,3,13.33
1834,366,4,117.71
1835,77,2,146.76
1835,444,4,18.61
1835,240,1,343.76
1836,159,5,195.03
1836,32,1,115.46
1836,472,2,179.31
1836,346,5,30.44
1836,332,3,235.95
1837,248,5,49.22
1837,317,4,350.57
1837,163,2,16.31
1837,155,5,108.4
1837,375,2,447.4
1838,28,5,475.84
1838,46,1,44.68
1838,471,3,12.72
1838,379,3,206.41
1838,255,2,60.92
1839,289,5,134.65
1839,88,2,36.55
1840,64,1,555.24
1840,135,4,38.35
1840,160,1,46.61
1840,253,4,21.0
1841,485,1,48.72
1842,316,4,276.0
1842,320,1,105.29
1842,209,5,78.74
1842,148,1,49.58
1842,211,4,185.3
1843,480,4,142.3
1843,1,2,233.19
1844,43,5,33.96
1844,280,1,75.2
1844,274,5,17.52
1845,334,4,546.51
1845,212,4,37.47
1846,134,4,694.92
1847,93,2,36.61
1847,230,2,164.45
1847,410,5,173.02
1848,415,4,495.32
1849,162,2,46.64
1849,196,3,164.54
1850,334,3,546.51
1850,419,5,34.49
1850,483,1,21.86
1850,15,2,835.33
1851,244,4,155.38
1851,137,4,132.67
1851,373,5,410.81
1852,400,1,39.75
1852,479,5,389.38
1853,153,3,377.55
1853,247,4,640.32
1853,416,1,15.81
1853,27,3,20.18
1853,235,5,42.7
1854,310,2,212.06
1854,119,2,309.51
1855,189,1,162.63
1856,439,1,892.85
1856,412,5,70.2
1857,249,5,36.81
1857,135,3,38.35
1857,481,5,30.46
1857,106,5,25.52
1857,65,5,381.93
1858,293,5,51.84
1858,411,1,112.01
1859,156,2,496.01
1859,381,2,167.47
1860,288,5,297.16
1860,160,4,46.61
1861,466,1,287.54
1861,480,3,142.3
1861,145,1,163.42
1861,9,2,124.55
1862,98,4,294.4
1862,283,1,27.69
1862,23,4,471.75
1863,173,1,285.17
1863,437,3,472.81
1863,65,5,381.93
1864,361,2,299.96
1864,214,1,644.04
1864,66,3,480.83
1865,369,5,149.81
1865,405,1,119.36
1866,352,1,120.85
1866,233,4,833.34
1867,166,4,31.99
1867,407,5,118.23
1867,487,1,16.79
1867,289,3,134.65
1868,487,1,16.79
1868,63,1,712.23
1868,396,1,254.23
1869,495,4,57.31
1870,23,5,471.75
1870,390,4,828.53
1871,26,4,285.2
1871,479,1,389.38
1871,70,4,724.49
1872,404,1,590.39
1872,390,4,828.53
1873,73,1,109.3
1874,382,5,74.44
1874,257,2,34.72
1875,186,4,759.15
1876,450,4,42.85
1876,22,2,88.94
1876,111,3,439.34
1876,155,2,108.4
1877,28,1,475.84
1877,283,2,27.69
1877,396,1,254.23
1878,340,1,259.21
1878,43,1,33.96
1878,390,3,828.53
1878,460,1,135.1
1879,291,4,52.01
1879,418,3,932.95
1880,32,4,115.46
1880,301,1,13.33
1880,148,5,49.58
1880,18,2,382.25
1881,45,4,140.09
1881,164,4,43.08
1881,399,3,499.0
1882,55,1,44.51
1882,250,2,40.53
1882,476,5,343.25
1883,499,2,43.75
1884,354,2,38.18
1885,35,2,487.78
1885,485,1,48.72
1886,493,2,90.07
1887,341,2,61.2
1887,407,1,118.23
1887,308,2,25.91
1887,50,5,48.25
1887,101,4,122.59
1888,303,4,340.7
1888,493,2,90.07
1888,139,1,148.68
1889,272,5,198.89
1889,476,1,343.25
1889,431,2,841.96
1889,40,4,95.78
1890,177,4,48.1
1890,335,5,141.29
1891,307,4,118.25
1891,138,4,482.99
1892,173,5,285.17
1892,56,3,16.12
1893,155,4,108.4
1893,373,1,410.81
1893,415,2,495.32
1894,301,2,13.33
1894,80,5,828.57
1895,29,3,150.08
1895,187,3,123.84
1895,395,5,26.45
1895,441,4,130.28
1895,152,1,49.18
1896,126,3,521.38
1896,331,3,865.86
1896,431,4,841.96
1896,168,1,751.31
1897,466,4,287.54
1897,68,4,49.86
1898,111,2,439.34
1898,201,2,675.58
1899,172,3,689.01
1900,156,1,496.01
1901,327,5,24.26
1901,487,5,16.79
1901,302,3,32.41
1901,418,5,932.95
1901,148,2,49.58
1902,243,2,487.07
1902,185,5,814.72
1902,194,5,107.11
1902,225,3,859.74
1902,275,3,142.48
1903,282,2,313.93
1903,255,5,60.92
1903,226,4,26.12
1903,422,4,117.72
1904,289,4,134.65
1904,276,2,115.47
1904,182,3,44.45
1904,183,5,628.69
1904,294,3,103.06
1905,320,2,105.29
1905,105,4,10.48
1905,30,1,493.73
1906,293,1,51.84
1906,283,3,27.69
1907,381,3,167.47
1907,246,5,28.53
1907,110,4,63.57
1907,487,1,16.79
1907,284,3,25.07
1908,312,4,83.9
1908,219,4,208.57
1908,500,1,35.86
1909,250,1,40.53
1909,19,2,55.04
1910,276,3,115.47
1910,323,3,143.15
1910,132,1,125.21
1910,284,3,25.07
1911,100,3,62.77
1911,146,5,19.21
1911,439,3,892.85
1911,36,3,100.2
1911,133,1,27.36
1912,229,4,17.76
1912,296,3,103.03
1913,352,2,120.85
1913,104,4,32.22
1913,378,2,14.27
1913,447,3,88.12
1914,275,1,142.48
1915,457,4,15.07
1915,400,1,39.75
1915,158,4,193.78
1916,96,3,474.58
1916,325,3,163.64
1916,136,3,185.34
1916,55,4,44.51
1917,24,2,96.94
1917,442,4,391.51
1917,32,4,115.46
1917,384,1,189.95
1917,413,4,821.39
1918,52,3,220.04
1919,85,5,130.66
1919,209,2,78.74
1919,436,3,197.35
1920,487,5,16.79
1920,95,5,148.74
1920,218,3,167.45
1920,422,2,117.72
1921,142,3,48.07
1921,476,1,343.25
1921,318,2,10.97
1921,138,1,482.99
1921,5,4,36.06
1922,78,2,93.8
1922,459,2,111.81
1922,55,4,44.51
1922,246,5,28.53
1922,39,2,27.65
1923,376,3,107.22
1923,199,3,28.13
1923,322,5,68.54
1924,341,1,61.2
1924,79,4,135.1
1924,60,3,69.95
1924,114,2,96.55
1924,354,3,38.18
1925,56,5,16.12
1926,288,1,297.16
1926,282,5,313.93
1926,353,2,975.38
1926,327,3,24.26
1927,119,1,309.51
1927,465,1,144.82
1927,25,4,32.64
1927,189,5,162.63
1928,247,1,640.32
1928,27,2,20.18
1928,371,3,974.55
1928,322,4,68.54
1928,126,5,521.38
1929,488,3,96.61
1930,117,4,421.37
1930,284,1,25.07
1930,93,5,36.61
1931,47,1,92.87
1931,167,3,242.82
1931,206,2,23.56
1931,300,1,709.83
1932,97,4,53.5
1932,460,1,135.1
1932,22,4,88.94
1932,435,2,69.6
1933,411,1,112.01
1933,496,2,131.97
1934,487,3,16.79
1934,499,4,43.75
1934,275,4,142.48
1935,437,4,472.81
1935,335,2,141.29
1935,317,3,350.57
1936,417,3,492.2
1936,320,2,105.29
1936,253,3,21.0
1936,481,5,30.46
1936,332,5,235.95
1937,247,4,640.32
1937,393,1,184.0
1937,366,4,117.71
1938,337,5,262.98
1938,257,5,34.72
1938,234,5,577.04
1939,405,2,119.36
1939,407,1,118.23
1940,252,1,104.67
1940,3,5,47.54
1940,100,5,62.77
1941,241,3,498.95
1942,161,1,90.52
1942,124,4,850.95
1942,339,5,16.7
1942,329,1,283.84
1942,21,3,94.31
1943,69,3,113.7
1943,192,5,21.84
1944,120,4,80.44
1944,437,2,472.81
1944,468,5,54.91
1944,489,4,42.98
1945,156,5,496.01
1945,188,2,796.63
1945,372,2,305.87
1945,452,1,199.49
1946,225,2,859.74
1946,131,4,60.71
1946,271,4,395.37
1947,58,4,649.14
1947,11,5,517.47
1948,37,4,156.42
1948,211,4,185.3
1948,175,1,38.22
1949,47,2,92.87
1949,411,5,112.01
1949,385,4,167.21
1950,310,5,212.06
1950,291,4,52.01
1950,116,3,112.72
1950,90,1,134.43
1951,464,2,103.25
1951,128,3,45.12
1952,208,4,705.22
1952,372,4,305.87
1952,103,1,410.34
1952,379,4,206.41
1952,246,2,28.53
1953,387,3,949.95
1953,142,1,48.07
1953,161,2,90.52
1953,31,1,138.69
1954,288,5,297.16
1954,232,4,343.88
1955,448,1,24.43
1955,266,3,69.9
1955,120,2,80.44
1955,430,5,116.28
1956,208,2,705.22
1956,380,1,19.18
1957,11,1,517.47
1957,456,2,99.8
1957,396,3,254.23
1957,186,2,759.15
1958,424,1,493.39
1958,447,4,88.12
1959,397,4,47.83
1959,374,4,127.93
1959,46,4,44.68
1959,243,2,487.07
1959,272,5,198.89
1960,380,3,19.18
1960,9,4,124.55
1961,167,4,242.82
1962,274,1,17.52
1962,227,5,42.53
1962,204,1,211.45
1962,197,2,144.3
1963,403,5,159.51
1963,70,1,724.49
1963,296,4,103.03
1963,271,5,395.37
1964,344,5,454.19
1965,237,1,124.92
1966,355,2,109.14
1966,308,1,25.91
1967,244,5,155.38
1967,95,3,148.74
1968,292,4,88.38
1968,7,2,197.61
1968,425,4,170.53
1968,129,3,70.3
1969,104,5,32.22
1969,268,3,261.4
1969,296,2,103.03
1969,33,1,374.01
1970,299,4,147.13
1970,229,1,17.76
1970,357,3,165.22
1970,482,5,272.9
1970,267,2,490.85
1971,237,4,124.92
1972,439,2,892.85
1973,289,3,134.65
1973,259,5,31.53
1973,438,3,46.86
1974,158,2,193.78
1975,22,3,88.94
1975,303,1,340.7
1975,443,1,134.17
1975,165,3,49.45
1975,144,1,33.22
1976,58,5,649.14
1976,80,2,828.57
1976,256,3,19.49
1976,374,5,127.93
1976,416,2,15.81
1977,459,5,111.81
1977,294,4,103.06
1978,262,5,46.63
1978,168,3,751.31
1978,53,2,163.74
1978,242,5,85.16
1978,135,4,38.35
1979,57,2,275.29
1979,263,3,467.03
1980,392,3,34.77
1980,193,3,66.36
1980,359,5,110.0
1980,60,1,69.95
1981,498,1,141.76
1981,490,2,64.11
1981,89,4,364.74
1981,42,2,19.09
1982,223,4,171.66
1982,472,1,179.31
1982,331,4,865.86
1982,148,1,49.58
1983,343,4,62.24
1983,490,3,64.11
1983,75,1,73.84
1983,195,4,328.95
1984,219,1,208.57
1984,331,5,865.86
1984,455,2,62.54
1984,380,3,19.18
1984,383,2,39.88
1985,55,3,44.51
1985,115,2,29.2
1985,487,2,16.79
1985,268,4,261.4
1985,96,1,474.58
1986,42,4,19.09
1986,80,3,828.57
1987,231,5,77.26
1987,338,3,260.63
1988,478,4,46.52
1988,24,5,96.94
1988,96,3,474.58
1989,111,1,439.34
1989,366,2,117.71
1989,220,2,180.79
1990,152,2,49.18
1990,29,5,150.08
1990,399,5,499.0
1990,119,3,309.51
1991,327,2,24.26
1991,497,2,113.89
1991,458,2,41.12
1992,130,1,103.7
1992,103,1,410.34
1992,370,3,21.09
1992,23,1,471.75
1992,253,4,21.0
1993,35,4,487.78
1993,88,4,36.55
1993,111,2,439.34
1993,23,2,471.75
1993,340,4,259.21
1994,130,3,103.7
1994,345,3,11.17
1994,14,3,38.07
1994,130,3,103.7
1995,477,4,342.89
1995,353,3,975.38
1996,169,2,109.61
1996,72,3,312.44
1997,367,2,27.48
1997,374,1,127.93
1997,185,4,814.72
1997,174,4,15.21
1998,166,3,31.99
1999,395,1,26.45
1999,176,2,129.23
1999,419,1,34.49
2000,423,5,112.5
2000,262,1,46.63
2001,288,1,297.16
2001,321,4,191.55
2002,68,1,49.86
2002,78,1,93.8
2002,285,2,327.28
2002,210,5,118.08
2003,63,5,712.23
2003,432,3,328.03
2004,435,4,69.6
2004,426,2,72.59
2004,99,3,251.67
2004,155,3,108.4
2005,476,4,343.25
2006,12,5,10.46
2006,121,3,11.18
2007,96,1,474.58
2007,241,3,498.95
2007,346,2,30.44
2008,311,2,164.94
2009,96,4,474.58
2010,434,5,584.08
2011,405,3,119.36
2011,376,2,107.22
2011,180,4,33.64
2012,322,2,68.54
2012,171,2,81.4
2012,262,2,46.63
2012,363,5,348.84
2013,352,2,120.85
2014,477,2,342.89
2014,114,4,96.55
2014,118,5,446.66
2014,356,1,51.7
2015,363,5,348.84
2015,71,5,139.01
2015,449,4,50.92
2016,26,1,285.2
2016,278,4,300.9
2016,52,4,220.04
2016,198,1,14.45
2016,287,4,180.33
2017,261,3,17.84
2017,377,5,748.16
2017,7,4,197.61
2017,269,4,395.82
2018,158,1,193.78
2018,125,1,223.72
2019,388,3,27.75
2019,226,1,26.12
2020,204,1,211.45
2021,495,1,57.31
2021,118,2,446.66
2021,278,4,300.9
2022,292,5,88.38
2022,277,3,48.47
2022,428,2,20.65
2022,42,1,19.09
2023,494,1,68.66
2024,453,4,84.16
2024,42,1,19.09
