ProductID,StockQuantity,SnapshotDate
282,163,2024-07-11
283,85,2024-07-11
284,152,2024-07-11
285,100,2024-07-11
286,97,2024-07-11
287,91,2024-07-11
288,95,2024-07-11
289,142,2024-07-11
290,65,2024-07-11
291,133,2024-07-11
292,179,2024-07-11
293,136,2024-07-11
294,156,2024-07-11
295,98,2024-07-11
296,80,2024-07-11
297,115,2024-07-11
298,110,2024-07-11
299,185,2024-07-11
300,59,2024-07-11
301,149,2024-07-11
302,176,2024-07-11
303,91,2024-07-11
304,146,2024-07-11
305,185,2024-07-11
306,133,2024-07-11
307,157,2024-07-11
308,130,2024-07-11
309,58,2024-07-11
310,109,2024-07-11
311,185,2024-07-11
312,124,2024-07-11
313,204,2024-07-11
314,109,2024-07-11
315,84,2024-07-11
316,143,2024-07-11
317,143,2024-07-11
318,150,2024-07-11
319,63,2024-07-11
320,110,2024-07-11
321,160,2024-07-11
322,141,2024-07-11
323,60,2024-07-11
324,59,2024-07-11
325,100,2024-07-11
326,174,2024-07-11
327,140,2024-07-11
328,120,2024-07-11
329,110,2024-07-11
330,135,2024-07-11
331,124,2024-07-11
332,198,2024-07-11
333,147,2024-07-11
334,64,2024-07-11
335,146,2024-07-11
336,156,2024-07-11
337,144,2024-07-11
338,83,2024-07-11
339,110,2024-07-11
340,95,2024-07-11
341,112,2024-07-11
342,161,2024-07-11
343,81,2024-07-11
344,166,2024-07-11
345,152,2024-07-11
346,162,2024-07-11
347,138,2024-07-11
348,106,2024-07-11
349,58,2024-07-11
350,50,2024-07-11
351,106,2024-07-11
352,73,2024-07-11
353,55,2024-07-11
354,120,2024-07-11
355,126,2024-07-11
356,145,2024-07-11
357,165,2024-07-11
358,94,2024-07-11
359,146,2024-07-11
360,53,2024-07-11
361,140,2024-07-11
362,83,2024-07-11
363,99,2024-07-11
364,116,2024-07-11
365,138,2024-07-11
366,100,2024-07-11
367,104,2024-07-11
368,120,2024-07-11
369,92,2024-07-11
370,151,2024-07-11
371,52,2024-07-11
372,141,2024-07-11
373,179,2024-07-11
374,93,2024-07-11
375,130,2024-07-11
376,130,2024-07-11
377,189,2024-07-11
378,83,2024-07-11
379,146,2024-07-11
380,87,2024-07-11
381,113,2024-07-11
382,55,2024-07-11
383,95,2024-07-11
384,80,2024-07-11
385,186,2024-07-11
386,126,2024-07-11
387,145,2024-07-11
388,100,2024-07-11
389,170,2024-07-11
390,140,2024-07-11
391,204,2024-07-11
392,90,2024-07-11
393,121,2024-07-11
394,60,2024-07-11
395,141,2024-07-11
396,100,2024-07-11
397,112,2024-07-11
398,185,2024-07-11
399,183,2024-07-11
400,79,2024-07-11
401,51,2024-07-11
402,96,2024-07-11
403,131,2024-07-11
404,121,2024-07-11
405,141,2024-07-11
406,139,2024-07-11
407,128,2024-07-11
408,75,2024-07-11
409,111,2024-07-11
410,150,2024-07-11
411,193,2024-07-11
412,103,2024-07-11
413,147,2024-07-11
414,179,2024-07-11
415,115,2024-07-11
416,208,2024-07-11
417,110,2024-07-11
418,51,2024-07-11
419,140,2024-07-11
420,55,2024-07-11
421,107,2024-07-11
422,159,2024-07-11
423,128,2024-07-11
424,128,2024-07-11
425,117,2024-07-11
426,89,2024-07-11
427,100,2024-07-11
428,123,2024-07-11
429,106,2024-07-11
430,59,2024-07-11
431,168,2024-07-11
432,156,2024-07-11
433,90,2024-07-11
434,173,2024-07-11
435,140,2024-07-11
436,157,2024-07-11
437,131,2024-07-11
438,129,2024-07-11
439,78,2024-07-11
440,140,2024-07-11
441,65,2024-07-11
442,127,2024-07-11
443,140,2024-07-11
444,147,2024-07-11
445,116,2024-07-11
446,115,2024-07-11
447,175,2024-07-11
448,62,2024-07-11
449,182,2024-07-11
450,129,2024-07-11
451,176,2024-07-11
452,154,2024-07-11
453,101,2024-07-11
454,120,2024-07-11
455,63,2024-07-11
456,114,2024-07-11
457,163,2024-07-11
458,108,2024-07-11
459,101,2024-07-11
460,192,2024-07-11
461,198,2024-07-11
462,110,2024-07-11
463,130,2024-07-11
464,54,2024-07-11
465,100,2024-07-11
466,148,2024-07-11
467,62,2024-07-11
468,137,2024-07-11
469,179,2024-07-11
470,160,2024-07-11
471,123,2024-07-11
472,84,2024-07-11
473,85,2024-07-11
474,120,2024-07-11
475,54,2024-07-11
476,175,2024-07-11
477,110,2024-07-11
478,130,2024-07-11
479,50,2024-07-11
480,144,2024-07-11
481,147,2024-07-11
482,80,2024-07-11
483,120,2024-07-11
484,172,2024-07-11
485,183,2024-07-11
486,140,2024-07-11
487,80,2024-07-11
488,122,2024-07-11
489,164,2024-07-11
490,138,2024-07-11
491,87,2024-07-11
492,110,2024-07-11
493,179,2024-07-11
494,193,2024-07-11
495,192,2024-07-11
496,112,2024-07-11
497,192,2024-07-11
498,116,2024-07-11
499,198,2024-07-11
500,140,2024-07-11
1,189,2024-07-04
2,63,2024-07-04
3,80,2024-07-04
4,129,2024-07-04
5,166,2024-07-04
6,156,2024-07-04
7,140,2024-07-04
8,88,2024-07-04
9,136,2024-07-04
10,185,2024-07-04
11,175,2024-07-04
12,60,2024-07-04
13,130,2024-07-04
14,117,2024-07-04
15,83,2024-07-04
16,75,2024-07-04
17,143,2024-07-04
18,90,2024-07-04
19,134,2024-07-04
20,58,2024-07-04
21,88,2024-07-04
22,174,2024-07-04
23,213,2024-07-04
24,173,2024-07-04
25,130,2024-07-04
26,110,2024-07-04
27,130,2024-07-04
28,113,2024-07-04
29,130,2024-07-04
30,122,2024-07-04
31,93,2024-07-04
32,142,2024-07-04
33,109,2024-07-04
34,128,2024-07-04
35,110,2024-07-04
36,140,2024-07-04
37,160,2024-07-04
38,114,2024-07-04
39,61,2024-07-04
40,168,2024-07-04
41,127,2024-07-04
42,138,2024-07-04
43,142,2024-07-04
44,58,2024-07-04
45,100,2024-07-04
46,152,2024-07-04
47,131,2024-07-04
48,143,2024-07-04
49,222,2024-07-04
50,99,2024-07-04
51,75,2024-07-04
52,192,2024-07-04
53,51,2024-07-04
54,106,2024-07-04
55,141,2024-07-04
56,117,2024-07-04
57,177,2024-07-04
58,149,2024-07-04
59,52,2024-07-04
60,140,2024-07-04
61,95,2024-07-04
62,132,2024-07-04
63,97,2024-07-04
64,140,2024-07-04
65,130,2024-07-04
66,177,2024-07-04
67,181,2024-07-04
68,99,2024-07-04
69,100,2024-07-04
70,100,2024-07-04
71,69,2024-07-04
72,100,2024-07-04
73,121,2024-07-04
74,172,2024-07-04
75,66,2024-07-04
76,80,2024-07-04
77,163,2024-07-04
78,175,2024-07-04
79,141,2024-07-04
80,54,2024-07-04
81,127,2024-07-04
82,60,2024-07-04
83,69,2024-07-04
84,129,2024-07-04
85,56,2024-07-04
86,62,2024-07-04
87,170,2024-07-04
88,111,2024-07-04
89,64,2024-07-04
90,152,2024-07-04
91,141,2024-07-04
92,153,2024-07-04
93,77,2024-07-04
94,120,2024-07-04
95,127,2024-07-04
96,54,2024-07-04
97,84,2024-07-04
98,100,2024-07-04
99,197,2024-07-04
100,90,2024-07-04
101,133,2024-07-04
102,158,2024-07-04
103,121,2024-07-04
104,172,2024-07-04
105,150,2024-07-04
106,154,2024-07-04
107,82,2024-07-04
108,113,2024-07-04
109,60,2024-07-04
110,213,2024-07-04
111,168,2024-07-04
112,186,2024-07-04
113,55,2024-07-04
114,166,2024-07-04
115,81,2024-07-04
116,184,2024-07-04
117,72,2024-07-04
118,173,2024-07-04
119,64,2024-07-04
120,115,2024-07-04
121,147,2024-07-04
122,79,2024-07-04
123,116,2024-07-04
124,112,2024-07-04
125,109,2024-07-04
126,124,2024-07-04
127,157,2024-07-04
128,124,2024-07-04
129,146,2024-07-04
130,94,2024-07-04
131,134,2024-07-04
132,147,2024-07-04
133,167,2024-07-04
134,107,2024-07-04
135,165,2024-07-04
136,61,2024-07-04
137,189,2024-07-04
138,88,2024-07-04
139,120,2024-07-04
140,178,2024-07-04
141,170,2024-07-04
142,54,2024-07-04
143,132,2024-07-04
144,168,2024-07-04
145,133,2024-07-04
146,63,2024-07-04
147,140,2024-07-04
148,132,2024-07-04
149,160,2024-07-04
150,130,2024-07-04
151,143,2024-07-04
152,110,2024-07-04
153,136,2024-07-04
154,196,2024-07-04
155,204,2024-07-04
156,192,2024-07-04
157,144,2024-07-04
158,93,2024-07-04
159,83,2024-07-04
160,100,2024-07-04
161,100,2024-07-04
162,151,2024-07-04
163,93,2024-07-04
164,140,2024-07-04
165,177,2024-07-04
166,205,2024-07-04
167,100,2024-07-04
168,141,2024-07-04
169,113,2024-07-04
170,130,2024-07-04
171,163,2024-07-04
172,131,2024-07-04
173,130,2024-07-04
174,159,2024-07-04
175,141,2024-07-04
176,93,2024-07-04
177,101,2024-07-04
178,86,2024-07-04
179,104,2024-07-04
180,138,2024-07-04
181,140,2024-07-04
182,65,2024-07-04
183,70,2024-07-04
184,132,2024-07-04
185,58,2024-07-04
186,105,2024-07-04
187,141,2024-07-04
188,71,2024-07-04
189,101,2024-07-04
190,106,2024-07-04
191,148,2024-07-04
192,140,2024-07-04
193,175,2024-07-04
194,52,2024-07-04
195,131,2024-07-04
196,129,2024-07-04
197,201,2024-07-04
198,132,2024-07-04
199,147,2024-07-04
200,160,2024-07-04
201,100,2024-07-04
202,85,2024-07-04
203,90,2024-07-04
204,73,2024-07-04
205,107,2024-07-04
206,143,2024-07-04
207,189,2024-07-04
208,197,2024-07-04
209,109,2024-07-04
210,186,2024-07-04
211,73,2024-07-04
212,101,2024-07-04
213,140,2024-07-04
214,114,2024-07-04
215,150,2024-07-04
216,191,2024-07-04
217,118,2024-07-04
218,119,2024-07-04
219,198,2024-07-04
220,60,2024-07-04
221,160,2024-07-04
222,87,2024-07-04
223,84,2024-07-04
224,91,2024-07-04
225,91,2024-07-04
226,104,2024-07-04
227,56,2024-07-04
228,207,2024-07-04
229,61,2024-07-04
230,120,2024-07-04
231,106,2024-07-04
232,80,2024-07-04
233,134,2024-07-04
234,99,2024-07-04
235,86,2024-07-04
236,160,2024-07-04
237,89,2024-07-04
238,175,2024-07-04
239,166,2024-07-04
240,124,2024-07-04
241,140,2024-07-04
242,202,2024-07-04
243,169,2024-07-04
244,84,2024-07-04
245,125,2024-07-04
246,161,2024-07-04
247,192,2024-07-04
248,176,2024-07-04
249,144,2024-07-04
250,111,2024-07-04
251,141,2024-07-04
252,162,2024-07-04
253,92,2024-07-04
254,154,2024-07-04
255,81,2024-07-04
256,132,2024-07-04
257,140,2024-07-04
258,174,2024-07-04
259,117,2024-07-04
260,91,2024-07-04
261,144,2024-07-04
262,200,2024-07-04
263,63,2024-07-04
264,163,2024-07-04
265,152,2024-07-04
266,78,2024-07-04
267,94,2024-07-04
268,90,2024-07-04
269,101,2024-07-04
270,94,2024-07-04
271,80,2024-07-04
272,50,2024-07-04
273,181,2024-07-04
274,103,2024-07-04
275,100,2024-07-04
276,112,2024-07-04
277,50,2024-07-04
278,94,2024-07-04
279,153,2024-07-04
280,176,2024-07-04
281,140,2024-07-04
282,163,2024-07-04
283,85,2024-07-04
284,152,2024-07-04
285,100,2024-07-04
286,97,2024-07-04
287,91,2024-07-04
288,95,2024-07-04
289,142,2024-07-04
290,65,2024-07-04
291,133,2024-07-04
292,179,2024-07-04
293,136,2024-07-04
294,156,2024-07-04
295,98,2024-07-04
296,80,2024-07-04
297,115,2024-07-04
298,110,2024-07-04
299,185,2024-07-04
300,59,2024-07-04
301,149,2024-07-04
302,176,2024-07-04
303,91,2024-07-04
304,146,2024-07-04
305,185,2024-07-04
306,133,2024-07-04
307,157,2024-07-04
308,130,2024-07-04
309,58,2024-07-04
310,109,2024-07-04
311,185,2024-07-04
312,124,2024-07-04
313,204,2024-07-04
314,109,2024-07-04
315,84,2024-07-04
316,143,2024-07-04
317,143,2024-07-04
318,150,2024-07-04
319,63,2024-07-04
320,110,2024-07-04
321,160,2024-07-04
322,141,2024-07-04
323,60,2024-07-04
324,59,2024-07-04
325,100,2024-07-04
326,174,2024-07-04
327,140,2024-07-04
328,120,2024-07-04
329,110,2024-07-04
330,135,2024-07-04
331,124,2024-07-04
332,198,2024-07-04
333,147,2024-07-04
334,64,2024-07-04
335,146,2024-07-04
336,156,2024-07-04
337,144,2024-07-04
338,83,2024-07-04
339,110,2024-07-04
340,95,2024-07-04
341,112,2024-07-04
342,161,2024-07-04
343,81,2024-07-04
344,166,2024-07-04
345,152,2024-07-04
346,162,2024-07-04
347,138,2024-07-04
348,106,2024-07-04
349,58,2024-07-04
350,50,2024-07-04
351,106,2024-07-04
352,73,2024-07-04
353,55,2024-07-04
354,120,2024-07-04
355,126,2024-07-04
356,145,2024-07-04
357,165,2024-07-04
358,94,2024-07-04
359,146,2024-07-04
360,53,2024-07-04
361,140,2024-07-04
362,83,2024-07-04
363,99,2024-07-04
364,116,2024-07-04
365,138,2024-07-04
366,100,2024-07-04
367,104,2024-07-04
368,120,2024-07-04
369,92,2024-07-04
370,151,2024-07-04
371,52,2024-07-04
372,141,2024-07-04
373,179,2024-07-04
374,93,2024-07-04
375,130,2024-07-04
376,130,2024-07-04
377,189,2024-07-04
378,83,2024-07-04
379,146,2024-07-04
380,87,2024-07-04
381,113,2024-07-04
382,55,2024-07-04
383,95,2024-07-04
384,80,2024-07-04
385,186,2024-07-04
386,126,2024-07-04
387,145,2024-07-04
388,100,2024-07-04
389,170,2024-07-04
390,140,2024-07-04
391,204,2024-07-04
392,90,2024-07-04
393,121,2024-07-04
394,60,2024-07-04
395,141,2024-07-04
396,100,2024-07-04
397,112,2024-07-04
398,185,2024-07-04
399,183,2024-07-04
400,79,2024-07-04
401,51,2024-07-04
402,96,2024-07-04
403,131,2024-07-04
404,121,2024-07-04
405,141,2024-07-04
406,139,2024-07-04
407,128,2024-07-04
408,75,2024-07-04
409,111,2024-07-04
410,150,2024-07-04
411,193,2024-07-04
412,103,2024-07-04
413,147,2024-07-04
414,179,2024-07-04
415,115,2024-07-04
416,208,2024-07-04
417,110,2024-07-04
418,51,2024-07-04
419,140,2024-07-04
420,55,2024-07-04
421,107,2024-07-04
422,159,2024-07-04
423,128,2024-07-04
424,128,2024-07-04
425,117,2024-07-04
426,89,2024-07-04
427,100,2024-07-04
428,123,2024-07-04
429,106,2024-07-04
430,59,2024-07-04
431,168,2024-07-04
432,156,2024-07-04
433,90,2024-07-04
434,173,2024-07-04
435,140,2024-07-04
436,157,2024-07-04
437,131,2024-07-04
438,129,2024-07-04
439,78,2024-07-04
440,140,2024-07-04
441,65,2024-07-04
442,127,2024-07-04
443,140,2024-07-04
444,147,2024-07-04
445,116,2024-07-04
446,115,2024-07-04
447,175,2024-07-04
448,62,2024-07-04
449,182,2024-07-04
450,129,2024-07-04
451,176,2024-07-04
452,154,2024-07-04
453,101,2024-07-04
454,120,2024-07-04
455,63,2024-07-04
456,114,2024-07-04
457,163,2024-07-04
458,108,2024-07-04
459,101,2024-07-04
460,192,2024-07-04
461,198,2024-07-04
462,110,2024-07-04
463,130,2024-07-04
464,54,2024-07-04
465,100,2024-07-04
466,148,2024-07-04
467,62,2024-07-04
468,137,2024-07-04
469,179,2024-07-04
470,160,2024-07-04
471,123,2024-07-04
472,84,2024-07-04
473,85,2024-07-04
474,120,2024-07-04
475,54,2024-07-04
476,175,2024-07-04
477,110,2024-07-04
478,130,2024-07-04
479,50,2024-07-04
480,144,2024-07-04
481,147,2024-07-04
482,80,2024-07-04
483,120,2024-07-04
484,172,2024-07-04
485,183,2024-07-04
486,140,2024-07-04
487,80,2024-07-04
488,122,2024-07-04
489,164,2024-07-04
490,138,2024-07-04
491,87,2024-07-04
492,110,2024-07-04
493,179,2024-07-04
494,193,2024-07-04
495,192,2024-07-04
496,112,2024-07-04
497,192,2024-07-04
498,116,2024-07-04
499,198,2024-07-04
500,140,2024-07-04
1,189,2024-06-27
2,63,2024-06-27
3,80,2024-06-27
4,129,2024-06-27
5,166,2024-06-27
6,156,2024-06-27
7,140,2024-06-27
8,88,2024-06-27
9,136,2024-06-27
10,185,2024-06-27
11,175,2024-06-27
12,60,2024-06-27
13,130,2024-06-27
14,117,2024-06-27
15,83,2024-06-27
16,75,2024-06-27
17,143,2024-06-27
18,90,2024-06-27
19,134,2024-06-27
20,58,2024-06-27
21,88,2024-06-27
22,174,2024-06-27
23,213,2024-06-27
24,173,2024-06-27
25,130,2024-06-27
26,110,2024-06-27
27,130,2024-06-27
28,113,2024-06-27
29,130,2024-06-27
30,122,2024-06-27
31,93,2024-06-27
32,142,2024-06-27
33,109,2024-06-27
34,128,2024-06-27
35,110,2024-06-27
36,140,2024-06-27
37,160,2024-06-27
38,114,2024-06-27
39,61,2024-06-27
40,168,2024-06-27
41,127,2024-06-27
42,138,2024-06-27
43,142,2024-06-27
44,58,2024-06-27
45,100,2024-06-27
46,152,2024-06-27
47,131,2024-06-27
48,143,2024-06-27
49,222,2024-06-27
50,99,2024-06-27
51,75,2024-06-27
52,192,2024-06-27
53,51,2024-06-27
54,106,2024-06-27
55,141,2024-06-27
56,117,2024-06-27
57,177,2024-06-27
58,149,2024-06-27
59,52,2024-06-27
60,140,2024-06-27
61,95,2024-06-27
62,132,2024-06-27
63,97,2024-06-27
64,140,2024-06-27
65,130,2024-06-27
66,177,2024-06-27
67,181,2024-06-27
68,99,2024-06-27
69,100,2024-06-27
70,100,2024-06-27
71,69,2024-06-27
72,100,2024-06-27
73,121,2024-06-27
74,172,2024-06-27
75,66,2024-06-27
76,80,2024-06-27
77,163,2024-06-27
78,175,2024-06-27
79,141,2024-06-27
80,54,2024-06-27
81,127,2024-06-27
82,60,2024-06-27
83,69,2024-06-27
84,129,2024-06-27
85,56,2024-06-27
86,62,2024-06-27
87,170,2024-06-27
88,111,2024-06-27
89,64,2024-06-27
90,152,2024-06-27
91,141,2024-06-27
92,153,2024-06-27
93,77,2024-06-27
94,120,2024-06-27
95,127,2024-06-27
96,54,2024-06-27
97,84,2024-06-27
98,100,2024-06-27
99,197,2024-06-27
100,90,2024-06-27
101,133,2024-06-27
102,158,2024-06-27
103,121,2024-06-27
104,172,2024-06-27
105,150,2024-06-27
106,154,2024-06-27
107,82,2024-06-27
108,113,2024-06-27
109,60,2024-06-27
110,213,2024-06-27
111,168,2024-06-27
112,186,2024-06-27
113,55,2024-06-27
114,166,2024-06-27
115,81,2024-06-27
116,184,2024-06-27
117,72,2024-06-27
118,173,2024-06-27
119,64,2024-06-27
120,115,2024-06-27
121,147,2024-06-27
122,79,2024-06-27
123,116,2024-06-27
124,112,2024-06-27
125,109,2024-06-27
126,124,2024-06-27
127,157,2024-06-27
128,124,2024-06-27
129,146,2024-06-27
130,94,2024-06-27
131,134,2024-06-27
132,147,2024-06-27
133,167,2024-06-27
134,107,2024-06-27
135,165,2024-06-27
136,61,2024-06-27
137,189,2024-06-27
138,88,2024-06-27
139,120,2024-06-27
140,178,2024-06-27
141,170,2024-06-27
142,54,2024-06-27
143,132,2024-06-27
144,168,2024-06-27
145,133,2024-06-27
146,63,2024-06-27
147,140,2024-06-27
148,132,2024-06-27
149,160,2024-06-27
150,130,2024-06-27
151,143,2024-06-27
152,110,2024-06-27
153,136,2024-06-27
154,196,2024-06-27
155,204,2024-06-27
156,192,2024-06-27
157,144,2024-06-27
158,93,2024-06-27
159,83,2024-06-27
160,100,2024-06-27
161,100,2024-06-27
162,151,2024-06-27
163,93,2024-06-27
164,140,2024-06-27
165,177,2024-06-27
166,205,2024-06-27
167,100,2024-06-27
168,141,2024-06-27
169,113,2024-06-27
170,130,2024-06-27
171,163,2024-06-27
172,131,2024-06-27
173,130,2024-06-27
174,159,2024-06-27
175,141,2024-06-27
176,93,2024-06-27
177,101,2024-06-27
178,86,2024-06-27
179,104,2024-06-27
180,138,2024-06-27
181,140,2024-06-27
182,65,2024-06-27
183,70,2024-06-27
184,132,2024-06-27
185,58,2024-06-27
186,105,2024-06-27
187,141,2024-06-27
188,71,2024-06-27
189,101,2024-06-27
190,106,2024-06-27
191,148,2024-06-27
192,140,2024-06-27
193,175,2024-06-27
194,52,2024-06-27
195,131,2024-06-27
196,129,2024-06-27
197,201,2024-06-27
198,132,2024-06-27
199,147,2024-06-27
200,160,2024-06-27
201,100,2024-06-27
202,85,2024-06-27
203,90,2024-06-27
204,73,2024-06-27
205,107,2024-06-27
206,143,2024-06-27
207,189,2024-06-27
208,197,2024-06-27
209,109,2024-06-27
210,186,2024-06-27
211,73,2024-06-27
212,101,2024-06-27
213,140,2024-06-27
214,114,2024-06-27
215,150,2024-06-27
216,191,2024-06-27
217,118,2024-06-27
218,119,2024-06-27
219,198,2024-06-27
220,60,2024-06-27
221,160,2024-06-27
222,87,2024-06-27
223,84,2024-06-27
224,91,2024-06-27
225,91,2024-06-27
226,104,2024-06-27
227,56,2024-06-27
228,207,2024-06-27
229,61,2024-06-27
230,120,2024-06-27
231,106,2024-06-27
232,80,2024-06-27
233,134,2024-06-27
234,99,2024-06-27
235,86,2024-06-27
236,160,2024-06-27
237,89,2024-06-27
238,175,2024-06-27
239,166,2024-06-27
240,124,2024-06-27
241,140,2024-06-27
242,202,2024-06-27
243,169,2024-06-27
244,84,2024-06-27
245,125,2024-06-27
246,161,2024-06-27
247,192,2024-06-27
248,176,2024-06-27
249,144,2024-06-27
250,111,2024-06-27
251,141,2024-06-27
252,162,2024-06-27
253,92,2024-06-27
254,154,2024-06-27
255,81,2024-06-27
256,132,2024-06-27
257,140,2024-06-27
258,174,2024-06-27
259,117,2024-06-27
260,91,2024-06-27
261,144,2024-06-27
262,200,2024-06-27
263,63,2024-06-27
264,163,2024-06-27
265,152,2024-06-27
266,78,2024-06-27
267,94,2024-06-27
268,90,2024-06-27
269,101,2024-06-27
270,94,2024-06-27
271,80,2024-06-27
272,50,2024-06-27
273,181,2024-06-27
274,103,2024-06-27
275,100,2024-06-27
276,112,2024-06-27
277,50,2024-06-27
278,94,2024-06-27
279,153,2024-06-27
280,176,2024-06-27
281,140,2024-06-27
282,163,2024-06-27
283,85,2024-06-27
284,152,2024-06-27
285,100,2024-06-27
286,97,2024-06-27
287,91,2024-06-27
288,95,2024-06-27
289,142,2024-06-27
290,65,2024-06-27
291,133,2024-06-27
292,179,2024-06-27
293,136,2024-06-27
294,156,2024-06-27
295,98,2024-06-27
296,80,2024-06-27
297,115,2024-06-27
298,110,2024-06-27
299,185,2024-06-27
300,59,2024-06-27
301,149,2024-06-27
302,176,2024-06-27
303,91,2024-06-27
304,146,2024-06-27
305,185,2024-06-27
306,133,2024-06-27
307,157,2024-06-27
308,130,2024-06-27
309,58,2024-06-27
310,109,2024-06-27
311,185,2024-06-27
312,124,2024-06-27
313,204,2024-06-27
314,109,2024-06-27
315,84,2024-06-27
316,143,2024-06-27
317,143,2024-06-27
318,150,2024-06-27
319,63,2024-06-27
320,110,2024-06-27
321,160,2024-06-27
322,141,2024-06-27
323,60,2024-06-27
324,59,2024-06-27
325,100,2024-06-27
326,174,2024-06-27
327,140,2024-06-27
328,120,2024-06-27
329,110,2024-06-27
330,135,2024-06-27
331,124,2024-06-27
332,198,2024-06-27
333,147,2024-06-27
334,64,2024-06-27
335,146,2024-06-27
336,156,2024-06-27
337,144,2024-06-27
338,83,2024-06-27
339,110,2024-06-27
340,95,2024-06-27
341,112,2024-06-27
342,161,2024-06-27
343,81,2024-06-27
344,166,2024-06-27
345,152,2024-06-27
346,162,2024-06-27
347,138,2024-06-27
348,106,2024-06-27
349,58,2024-06-27
350,50,2024-06-27
351,106,2024-06-27
352,73,2024-06-27
353,55,2024-06-27
354,120,2024-06-27
355,126,2024-06-27
356,145,2024-06-27
357,165,2024-06-27
358,94,2024-06-27
359,146,2024-06-27
360,53,2024-06-27
361,140,2024-06-27
362,83,2024-06-27
363,99,2024-06-27
364,116,2024-06-27
365,138,2024-06-27
366,100,2024-06-27
367,104,2024-06-27
368,120,2024-06-27
369,92,2024-06-27
370,151,2024-06-27
371,52,2024-06-27
372,141,2024-06-27
373,179,2024-06-27
374,93,2024-06-27
375,130,2024-06-27
376,130,2024-06-27
377,189,2024-06-27
378,83,2024-06-27
379,146,2024-06-27
380,87,2024-06-27
381,113,2024-06-27
382,55,2024-06-27
383,95,2024-06-27
384,80,2024-06-27
385,186,2024-06-27
386,126,2024-06-27
387,145,2024-06-27
388,100,2024-06-27
389,170,2024-06-27
390,140,2024-06-27
391,204,2024-06-27
392,90,2024-06-27
393,121,2024-06-27
394,60,2024-06-27
395,141,2024-06-27
396,100,2024-06-27
397,112,2024-06-27
398,185,2024-06-27
399,183,2024-06-27
400,79,2024-06-27
401,51,2024-06-27
402,96,2024-06-27
403,131,2024-06-27
404,121,2024-06-27
405,141,2024-06-27
406,139,2024-06-27
407,128,2024-06-27
408,75,2024-06-27
409,111,2024-06-27
410,150,2024-06-27
411,193,2024-06-27
412,103,2024-06-27
413,147,2024-06-27
414,179,2024-06-27
415,115,2024-06-27
416,208,2024-06-27
417,110,2024-06-27
418,51,2024-06-27
419,140,2024-06-27
420,55,2024-06-27
421,107,2024-06-27
422,159,2024-06-27
423,128,2024-06-27
424,128,2024-06-27
425,117,2024-06-27
426,89,2024-06-27
427,100,2024-06-27
428,123,2024-06-27
429,106,2024-06-27
430,59,2024-06-27
431,168,2024-06-27
432,156,2024-06-27
433,90,2024-06-27
434,173,2024-06-27
435,140,2024-06-27
436,157,2024-06-27
437,131,2024-06-27
438,129,2024-06-27
439,78,2024-06-27
440,140,2024-06-27
441,65,2024-06-27
442,127,2024-06-27
443,140,2024-06-27
444,147,2024-06-27
445,116,2024-06-27
446,115,2024-06-27
447,175,2024-06-27
448,62,2024-06-27
449,182,2024-06-27
450,129,2024-06-27
451,176,2024-06-27
452,154,2024-06-27
453,101,2024-06-27
454,120,2024-06-27
455,63,2024-06-27
456,114,2024-06-27
457,163,2024-06-27
458,108,2024-06-27
459,101,2024-06-27
460,192,2024-06-27
461,198,2024-06-27
462,110,2024-06-27
463,130,2024-06-27
464,54,2024-06-27
465,100,2024-06-27
466,148,2024-06-27
467,62,2024-06-27
468,137,2024-06-27
469,179,2024-06-27
470,160,2024-06-27
471,123,2024-06-27
472,84,2024-06-27
473,85,2024-06-27
474,120,2024-06-27
475,54,2024-06-27
476,175,2024-06-27
477,110,2024-06-27
478,130,2024-06-27
479,50,2024-06-27
480,144,2024-06-27
481,147,2024-06-27
482,80,2024-06-27
483,120,2024-06-27
484,172,2024-06-27
485,183,2024-06-27
486,140,2024-06-27
487,80,2024-06-27
488,122,2024-06-27
489,164,2024-06-27
490,138,2024-06-27
491,87,2024-06-27
492,110,2024-06-27
493,179,2024-06-27
494,193,2024-06-27
495,192,2024-06-27
496,112,2024-06-27
497,192,2024-06-27
498,116,2024-06-27
499,198,2024-06-27
500,140,2024-06-27
1,189,2024-06-20
2,63,2024-06-20
3,80,2024-06-20
4,129,2024-06-20
5,166,2024-06-20
6,156,2024-06-20
7,140,2024-06-20
8,88,2024-06-20
9,136,2024-06-20
10,185,2024-06-20
11,175,2024-06-20
12,60,2024-06-20
13,130,2024-06-20
14,117,2024-06-20
15,83,2024-06-20
16,75,2024-06-20
17,143,2024-06-20
18,90,2024-06-20
19,134,2024-06-20
20,58,2024-06-20
21,88,2024-06-20
22,174,2024-06-20
23,213,2024-06-20
24,173,2024-06-20
25,130,2024-06-20
26,110,2024-06-20
27,130,2024-06-20
28,113,2024-06-20
29,130,2024-06-20
30,122,2024-06-20
31,93,2024-06-20
32,142,2024-06-20
33,109,2024-06-20
34,128,2024-06-20
35,110,2024-06-20
36,140,2024-06-20
37,160,2024-06-20
38,114,2024-06-20
39,61,2024-06-20
40,168,2024-06-20
41,127,2024-06-20
42,138,2024-06-20
43,142,2024-06-20
44,58,2024-06-20
45,100,2024-06-20
46,152,2024-06-20
47,131,2024-06-20
48,143,2024-06-20
49,222,2024-06-20
50,99,2024-06-20
51,75,2024-06-20
