ProductID,TransactionType,Quantity,TransactionDate
320,Sale,-2,2024-01-29
478,Sale,-5,2024-01-29
222,Sale,-5,2024-01-29
253,Sale,-2,2024-01-29
242,Sale,-2,2024-01-29
200,Sale,-1,2024-01-29
473,Sale,-1,2024-01-29
186,Sale,-3,2024-01-29
124,Sale,-5,2024-01-29
29,Sale,-1,2024-01-29
47,Sale,-1,2024-01-29
331,Sale,-5,2024-01-29
484,Sale,-5,2024-01-29
363,Sale,-1,2024-01-29
336,Sale,-2,2024-01-29
469,Sale,-5,2024-01-29
415,Sale,-1,2024-01-29
332,Sale,-4,2024-01-29
393,Sale,-2,2024-01-29
342,Sale,-1,2024-01-29
101,Sale,-1,2024-01-29
316,Sale,-5,2024-01-29
313,Sale,-1,2024-01-29
303,Sale,-5,2024-01-29
235,Sale,-2,2024-01-29
29,Sale,-3,2024-01-29
132,Sale,-2,2024-01-29
196,Sale,-5,2024-01-29
393,Sale,-3,2024-01-29
246,Sale,-4,2024-01-29
164,Sale,-2,2024-01-29
325,Sale,-3,2024-01-29
91,Sale,-1,2024-01-29
263,Sale,-3,2024-01-29
444,Sale,-5,2024-01-30
493,Sale,-4,2024-01-30
402,Sale,-3,2024-01-30
314,Sale,-2,2024-01-30
8,Sale,-2,2024-01-30
245,Sale,-3,2024-01-30
218,Sale,-3,2024-01-30
499,Sale,-1,2024-01-30
157,Sale,-4,2024-01-30
427,Sale,-4,2024-01-30
329,Sale,-1,2024-01-30
396,Sale,-5,2024-01-30
473,Sale,-4,2024-01-30
131,Sale,-2,2024-01-30
368,Sale,-4,2024-01-30
293,Sale,-2,2024-01-30
120,Sale,-1,2024-01-30
465,Sale,-1,2024-01-30
178,Sale,-5,2024-01-30
478,Sale,-1,2024-01-30
464,Sale,-5,2024-01-30
16,Sale,-4,2024-01-30
416,Sale,-2,2024-01-30
153,Sale,-3,2024-01-30
408,Sale,-2,2024-01-30
153,Sale,-5,2024-01-30
326,Sale,-4,2024-01-30
133,Sale,-1,2024-01-30
299,Sale,-1,2024-01-30
180,Sale,-3,2024-01-30
261,Sale,-1,2024-01-30
471,Sale,-3,2024-01-30
457,Sale,-1,2024-01-30
470,Sale,-5,2024-01-30
94,Sale,-2,2024-01-30
240,Sale,-4,2024-01-30
138,Sale,-3,2024-01-30
141,Sale,-2,2024-01-30
52,Sale,-2,2024-01-30
191,Sale,-1,2024-01-30
117,Sale,-4,2024-01-30
322,Sale,-2,2024-01-30
216,Sale,-2,2024-01-30
226,Sale,-2,2024-01-30
151,Sale,-3,2024-01-30
97,Sale,-2,2024-01-30
135,Sale,-1,2024-01-30
192,Sale,-1,2024-01-30
145,Sale,-3,2024-01-30
425,Sale,-3,2024-01-30
11,Sale,-5,2024-01-30
422,Sale,-1,2024-01-30
39,Sale,-5,2024-01-30
94,Sale,-3,2024-01-30
387,Sale,-4,2024-01-30
373,Sale,-5,2024-01-30
141,Sale,-3,2024-01-30
267,Sale,-5,2024-01-31
140,Sale,-3,2024-01-31
141,Sale,-1,2024-01-31
365,Sale,-4,2024-01-31
35,Sale,-4,2024-01-31
467,Sale,-3,2024-01-31
495,Sale,-1,2024-01-31
351,Sale,-3,2024-01-31
96,Sale,-4,2024-01-31
129,Sale,-1,2024-01-31
311,Sale,-2,2024-01-31
243,Sale,-3,2024-01-31
49,Sale,-1,2024-01-31
112,Sale,-3,2024-01-31
420,Sale,-1,2024-01-31
349,Sale,-3,2024-01-31
124,Sale,-5,2024-01-31
286,Sale,-3,2024-02-01
457,Sale,-4,2024-02-01
205,Sale,-5,2024-02-01
84,Sale,-2,2024-02-01
92,Sale,-3,2024-02-01
314,Sale,-3,2024-02-01
17,Sale,-2,2024-02-01
475,Sale,-5,2024-02-01
85,Sale,-4,2024-02-01
133,Sale,-3,2024-02-01
64,Sale,-4,2024-02-01
198,Sale,-2,2024-02-01
477,Sale,-5,2024-02-01
142,Sale,-5,2024-02-01
315,Sale,-2,2024-02-01
204,Sale,-1,2024-02-01
94,Sale,-1,2024-02-01
124,Sale,-5,2024-02-01
450,Sale,-3,2024-02-01
311,Sale,-5,2024-02-01
174,Sale,-1,2024-02-01
193,Sale,-4,2024-02-01
268,Sale,-1,2024-02-01
127,Sale,-3,2024-02-01
57,Sale,-2,2024-02-01
498,Sale,-5,2024-02-01
280,Sale,-5,2024-02-01
143,Sale,-2,2024-02-01
215,Sale,-3,2024-02-01
385,Sale,-3,2024-02-01
119,Sale,-2,2024-02-01
115,Sale,-3,2024-02-01
211,Sale,-2,2024-02-01
225,Sale,-2,2024-02-01
413,Sale,-3,2024-02-01
165,Sale,-4,2024-02-01
246,Sale,-3,2024-02-01
379,Sale,-5,2024-02-01
291,Sale,-1,2024-02-02
242,Sale,-2,2024-02-02
127,Sale,-4,2024-02-02
454,Sale,-2,2024-02-02
197,Sale,-2,2024-02-02
154,Sale,-3,2024-02-02
80,Sale,-2,2024-02-02
353,Sale,-2,2024-02-02
458,Sale,-1,2024-02-02
481,Sale,-5,2024-02-02
270,Sale,-2,2024-02-02
435,Sale,-5,2024-02-02
36,Sale,-3,2024-02-02
412,Sale,-1,2024-02-02
310,Sale,-2,2024-02-02
126,Sale,-2,2024-02-02
455,Sale,-1,2024-02-02
290,Sale,-1,2024-02-02
205,Sale,-2,2024-02-02
43,Sale,-2,2024-02-02
352,Sale,-2,2024-02-02
259,Sale,-3,2024-02-02
139,Sale,-5,2024-02-02
425,Sale,-2,2024-02-02
136,Sale,-5,2024-02-02
474,Sale,-5,2024-02-02
304,Sale,-3,2024-02-02
130,Sale,-5,2024-02-02
55,Sale,-3,2024-02-02
93,Sale,-5,2024-02-02
347,Sale,-3,2024-02-03
217,Sale,-3,2024-02-03
241,Sale,-3,2024-02-03
215,Sale,-3,2024-02-03
115,Sale,-3,2024-02-03
329,Sale,-4,2024-02-03
387,Sale,-3,2024-02-03
168,Sale,-3,2024-02-03
65,Sale,-1,2024-02-03
31,Sale,-2,2024-02-03
303,Sale,-3,2024-02-03
307,Sale,-4,2024-02-03
185,Sale,-2,2024-02-03
67,Sale,-5,2024-02-03
448,Sale,-4,2024-02-03
103,Sale,-5,2024-02-03
351,Sale,-2,2024-02-03
260,Sale,-1,2024-02-03
261,Sale,-5,2024-02-03
254,Sale,-5,2024-02-03
210,Sale,-5,2024-02-03
475,Sale,-4,2024-02-03
447,Sale,-3,2024-02-03
119,Sale,-4,2024-02-03
476,Sale,-2,2024-02-03
299,Sale,-4,2024-02-03
262,Sale,-2,2024-02-04
371,Sale,-3,2024-02-04
474,Sale,-1,2024-02-04
179,Sale,-1,2024-02-04
104,Sale,-2,2024-02-04
431,Sale,-2,2024-02-04
313,Sale,-5,2024-02-04
319,Sale,-5,2024-02-04
144,Sale,-3,2024-02-04
140,Sale,-4,2024-02-04
197,Sale,-5,2024-02-04
68,Sale,-3,2024-02-04
307,Sale,-3,2024-02-04
146,Sale,-3,2024-02-04
182,Sale,-4,2024-02-04
409,Sale,-5,2024-02-04
6,Sale,-3,2024-02-04
414,Sale,-4,2024-02-04
410,Sale,-4,2024-02-04
175,Sale,-1,2024-02-04
424,Sale,-3,2024-02-04
403,Sale,-4,2024-02-04
315,Sale,-5,2024-02-04
64,Sale,-2,2024-02-04
428,Sale,-2,2024-02-04
197,Sale,-1,2024-02-04
330,Sale,-5,2024-02-04
343,Sale,-2,2024-02-04
83,Sale,-2,2024-02-04
40,Sale,-2,2024-02-04
398,Sale,-1,2024-02-04
325,Sale,-5,2024-02-04
199,Sale,-2,2024-02-04
229,Sale,-2,2024-02-04
448,Sale,-5,2024-02-04
380,Sale,-3,2024-02-04
270,Sale,-3,2024-02-04
188,Sale,-3,2024-02-04
425,Sale,-5,2024-02-04
445,Sale,-1,2024-02-04
424,Sale,-1,2024-02-04
193,Sale,-5,2024-02-04
102,Sale,-3,2024-02-04
272,Sale,-1,2024-02-04
225,Sale,-4,2024-02-04
426,Sale,-1,2024-02-04
124,Sale,-4,2024-02-04
69,Sale,-1,2024-02-04
318,Sale,-4,2024-02-04
264,Sale,-4,2024-02-04
36,Sale,-5,2024-02-04
102,Sale,-2,2024-02-04
133,Sale,-2,2024-02-04
327,Sale,-3,2024-02-04
465,Sale,-5,2024-02-04
173,Sale,-1,2024-02-04
217,Sale,-2,2024-02-04
500,Sale,-2,2024-02-04
470,Sale,-3,2024-02-04
178,Sale,-2,2024-02-05
256,Sale,-2,2024-02-05
319,Sale,-5,2024-02-05
303,Sale,-4,2024-02-05
201,Sale,-4,2024-02-05
400,Sale,-1,2024-02-05
59,Sale,-3,2024-02-05
373,Sale,-5,2024-02-05
27,Sale,-3,2024-02-05
495,Sale,-2,2024-02-05
223,Sale,-5,2024-02-05
244,Sale,-4,2024-02-05
137,Sale,-4,2024-02-05
416,Sale,-1,2024-02-05
153,Sale,-3,2024-02-05
479,Sale,-5,2024-02-05
456,Sale,-3,2024-02-05
235,Sale,-5,2024-02-05
247,Sale,-4,2024-02-05
333,Sale,-4,2024-02-05
419,Sale,-5,2024-02-05
269,Sale,-2,2024-02-05
326,Sale,-3,2024-02-05
23,Sale,-3,2024-02-05
210,Sale,-1,2024-02-05
283,Sale,-1,2024-02-05
142,Sale,-1,2024-02-05
141,Sale,-2,2024-02-05
22,Sale,-4,2024-02-05
367,Sale,-3,2024-02-05
177,Sale,-3,2024-02-05
219,Sale,-5,2024-02-05
368,Sale,-1,2024-02-05
82,Sale,-4,2024-02-06
75,Sale,-4,2024-02-06
492,Sale,-4,2024-02-06
368,Sale,-5,2024-02-06
105,Sale,-5,2024-02-06
91,Sale,-3,2024-02-06
270,Sale,-4,2024-02-06
16,Sale,-5,2024-02-06
401,Sale,-5,2024-02-06
449,Sale,-4,2024-02-06
375,Sale,-4,2024-02-06
493,Sale,-2,2024-02-06
442,Sale,-5,2024-02-06
499,Sale,-1,2024-02-06
380,Sale,-1,2024-02-06
143,Sale,-4,2024-02-06
30,Sale,-4,2024-02-06
272,Sale,-1,2024-02-06
208,Sale,-2,2024-02-06
470,Sale,-3,2024-02-06
453,Sale,-2,2024-02-06
306,Sale,-1,2024-02-06
349,Sale,-5,2024-02-06
346,Sale,-2,2024-02-06
316,Sale,-2,2024-02-06
378,Sale,-2,2024-02-06
162,Sale,-2,2024-02-06
106,Sale,-3,2024-02-06
424,Sale,-4,2024-02-06
357,Sale,-5,2024-02-06
300,Sale,-3,2024-02-06
458,Sale,-5,2024-02-06
440,Sale,-1,2024-02-07
368,Sale,-3,2024-02-07
311,Sale,-2,2024-02-07
437,Sale,-2,2024-02-07
133,Sale,-4,2024-02-07
56,Sale,-5,2024-02-07
218,Sale,-2,2024-02-07
424,Sale,-3,2024-02-07
314,Sale,-1,2024-02-07
31,Sale,-3,2024-02-07
118,Sale,-2,2024-02-07
16,Sale,-1,2024-02-07
252,Sale,-1,2024-02-07
267,Sale,-3,2024-02-07
383,Sale,-3,2024-02-07
353,Sale,-1,2024-02-07
200,Sale,-3,2024-02-07
14,Sale,-5,2024-02-07
333,Sale,-4,2024-02-07
287,Sale,-4,2024-02-07
22,Sale,-1,2024-02-07
383,Sale,-1,2024-02-07
149,Sale,-5,2024-02-07
403,Sale,-1,2024-02-07
433,Sale,-4,2024-02-07
130,Sale,-2,2024-02-07
406,Sale,-4,2024-02-07
212,Sale,-2,2024-02-07
397,Sale,-2,2024-02-07
372,Sale,-4,2024-02-07
31,Sale,-5,2024-02-07
439,Sale,-1,2024-02-07
95,Sale,-3,2024-02-07
65,Sale,-2,2024-02-07
214,Sale,-2,2024-02-08
189,Sale,-5,2024-02-08
292,Sale,-5,2024-02-08
270,Sale,-5,2024-02-08
416,Sale,-5,2024-02-08
191,Sale,-5,2024-02-08
51,Sale,-2,2024-02-08
41,Sale,-4,2024-02-08
354,Sale,-5,2024-02-08
358,Sale,-2,2024-02-08
472,Sale,-5,2024-02-08
242,Sale,-4,2024-02-08
160,Sale,-3,2024-02-08
284,Sale,-3,2024-02-08
161,Sale,-3,2024-02-08
473,Sale,-3,2024-02-08
56,Sale,-1,2024-02-08
351,Sale,-5,2024-02-08
431,Sale,-2,2024-02-08
440,Sale,-1,2024-02-08
86,Sale,-4,2024-02-08
95,Sale,-5,2024-02-08
158,Sale,-4,2024-02-08
152,Sale,-2,2024-02-08
298,Sale,-2,2024-02-08
143,Sale,-4,2024-02-08
111,Sale,-5,2024-02-08
175,Sale,-5,2024-02-08
58,Sale,-4,2024-02-08
452,Sale,-5,2024-02-09
136,Sale,-5,2024-02-09
379,Sale,-1,2024-02-09
212,Sale,-1,2024-02-09
220,Sale,-2,2024-02-09
179,Sale,-3,2024-02-09
305,Sale,-1,2024-02-09
282,Sale,-2,2024-02-09
374,Sale,-1,2024-02-09
249,Sale,-2,2024-02-09
12,Sale,-2,2024-02-09
154,Sale,-5,2024-02-09
183,Sale,-1,2024-02-09
491,Sale,-1,2024-02-09
338,Sale,-1,2024-02-09
339,Sale,-5,2024-02-09
260,Sale,-3,2024-02-09
297,Sale,-2,2024-02-09
199,Sale,-4,2024-02-09
447,Sale,-3,2024-02-09
440,Sale,-2,2024-02-10
335,Sale,-1,2024-02-10
372,Sale,-2,2024-02-10
53,Sale,-1,2024-02-10
397,Sale,-5,2024-02-10
50,Sale,-2,2024-02-10
241,Sale,-2,2024-02-10
302,Sale,-5,2024-02-10
117,Sale,-2,2024-02-10
373,Sale,-4,2024-02-10
445,Sale,-3,2024-02-10
185,Sale,-3,2024-02-10
303,Sale,-5,2024-02-10
401,Sale,-3,2024-02-10
13,Sale,-5,2024-02-10
476,Sale,-2,2024-02-10
370,Sale,-5,2024-02-10
195,Sale,-3,2024-02-10
49,Sale,-3,2024-02-10
453,Sale,-2,2024-02-10
284,Sale,-1,2024-02-10
492,Sale,-1,2024-02-10
138,Sale,-4,2024-02-10
394,Sale,-5,2024-02-10
428,Sale,-3,2024-02-10
151,Sale,-2,2024-02-10
71,Sale,-5,2024-02-10
58,Sale,-4,2024-02-10
130,Sale,-1,2024-02-10
223,Sale,-4,2024-02-10
264,Sale,-3,2024-02-10
127,Sale,-4,2024-02-10
25,Sale,-1,2024-02-10
93,Sale,-5,2024-02-10
468,Sale,-5,2024-02-10
413,Sale,-5,2024-02-10
219,Sale,-5,2024-02-10
53,Sale,-5,2024-02-10
308,Sale,-4,2024-02-10
131,Sale,-4,2024-02-11
3,Sale,-3,2024-02-11
347,Sale,-5,2024-02-11
378,Sale,-2,2024-02-11
129,Sale,-3,2024-02-11
327,Sale,-1,2024-02-11
215,Sale,-5,2024-02-11
188,Sale,-4,2024-02-11
416,Sale,-2,2024-02-11
331,Sale,-2,2024-02-11
350,Sale,-1,2024-02-11
175,Sale,-5,2024-02-11
442,Sale,-3,2024-02-11
128,Sale,-3,2024-02-11
447,Sale,-2,2024-02-11
80,Sale,-3,2024-02-11
2,Sale,-4,2024-02-11
451,Sale,-2,2024-02-11
434,Sale,-1,2024-02-11
220,Sale,-4,2024-02-11
5,Sale,-5,2024-02-11
143,Sale,-5,2024-02-11
72,Sale,-5,2024-02-11
367,Sale,-5,2024-02-11
140,Sale,-3,2024-02-11
148,Sale,-4,2024-02-11
22,Sale,-2,2024-02-11
482,Sale,-3,2024-02-11
307,Sale,-2,2024-02-11
302,Sale,-3,2024-02-11
27,Sale,-4,2024-02-11
170,Sale,-2,2024-02-11
71,Sale,-5,2024-02-11
395,Sale,-4,2024-02-11
394,Sale,-4,2024-02-11
473,Sale,-5,2024-02-11
151,Sale,-5,2024-02-11
489,Sale,-4,2024-02-11
332,Sale,-1,2024-02-11
448,Sale,-5,2024-02-11
347,Sale,-5,2024-02-11
70,Sale,-1,2024-02-11
212,Sale,-3,2024-02-11
444,Sale,-1,2024-02-11
78,Sale,-5,2024-02-11
453,Sale,-4,2024-02-11
31,Sale,-3,2024-02-11
254,Sale,-4,2024-02-11
388,Sale,-1,2024-02-11
432,Sale,-2,2024-02-11
123,Sale,-5,2024-02-11
108,Sale,-1,2024-02-11
125,Sale,-3,2024-02-12
354,Sale,-3,2024-02-12
80,Sale,-5,2024-02-12
471,Sale,-4,2024-02-12
370,Sale,-3,2024-02-12
196,Sale,-1,2024-02-12
399,Sale,-2,2024-02-12
111,Sale,-1,2024-02-12
246,Sale,-2,2024-02-12
344,Sale,-3,2024-02-12
144,Sale,-3,2024-02-12
277,Sale,-3,2024-02-12
389,Sale,-3,2024-02-12
83,Sale,-4,2024-02-12
477,Sale,-3,2024-02-12
36,Sale,-2,2024-02-12
131,Sale,-1,2024-02-12
474,Sale,-3,2024-02-12
176,Sale,-4,2024-02-12
92,Sale,-4,2024-02-12
64,Sale,-5,2024-02-12
413,Sale,-3,2024-02-12
204,Sale,-1,2024-02-12
1,Sale,-5,2024-02-12
258,Sale,-4,2024-02-13
401,Sale,-3,2024-02-13
487,Sale,-3,2024-02-13
177,Sale,-5,2024-02-13
474,Sale,-1,2024-02-13
15,Sale,-2,2024-02-13
15,Sale,-4,2024-02-13
404,Sale,-3,2024-02-13
286,Sale,-3,2024-02-13
99,Sale,-4,2024-02-13
115,Sale,-5,2024-02-13
318,Sale,-2,2024-02-13
276,Sale,-5,2024-02-13
223,Sale,-4,2024-02-13
316,Sale,-3,2024-02-13
348,Sale,-3,2024-02-13
120,Sale,-5,2024-02-13
384,Sale,-1,2024-02-13
208,Sale,-1,2024-02-13
164,Sale,-5,2024-02-13
468,Sale,-2,2024-02-13
233,Sale,-1,2024-02-13
105,Sale,-5,2024-02-13
357,Sale,-2,2024-02-13
161,Sale,-3,2024-02-13
435,Sale,-4,2024-02-13
22,Sale,-3,2024-02-13
373,Sale,-5,2024-02-13
31,Sale,-4,2024-02-13
261,Sale,-5,2024-02-13
107,Sale,-4,2024-02-13
412,Sale,-2,2024-02-13
146,Sale,-3,2024-02-13
336,Sale,-5,2024-02-13
466,Sale,-1,2024-02-13
239,Sale,-3,2024-02-13
415,Sale,-4,2024-02-13
353,Sale,-2,2024-02-13
342,Sale,-4,2024-02-13
403,Sale,-1,2024-02-14
9,Sale,-3,2024-02-14
181,Sale,-5,2024-02-14
278,Sale,-5,2024-02-14
76,Sale,-4,2024-02-14
363,Sale,-5,2024-02-14
232,Sale,-2,2024-02-14
404,Sale,-3,2024-02-14
327,Sale,-1,2024-02-14
236,Sale,-2,2024-02-14
378,Sale,-4,2024-02-14
114,Sale,-5,2024-02-14
482,Sale,-1,2024-02-14
34,Sale,-4,2024-02-14
438,Sale,-4,2024-02-14
220,Sale,-2,2024-02-14
269,Sale,-3,2024-02-14
411,Sale,-4,2024-02-14
282,Sale,-5,2024-02-14
93,Sale,-3,2024-02-14
151,Sale,-5,2024-02-14
493,Sale,-5,2024-02-14
390,Sale,-3,2024-02-14
291,Sale,-1,2024-02-14
134,Sale,-1,2024-02-14
309,Sale,-3,2024-02-14
55,Sale,-1,2024-02-14
483,Sale,-3,2024-02-14
334,Sale,-3,2024-02-14
171,Sale,-1,2024-02-14
245,Sale,-5,2024-02-14
289,Sale,-5,2024-02-14
47,Sale,-4,2024-02-14
488,Sale,-1,2024-02-14
461,Sale,-3,2024-02-14
451,Sale,-1,2024-02-14
457,Sale,-1,2024-02-14
244,Sale,-2,2024-02-14
312,Sale,-3,2024-02-14
215,Sale,-4,2024-02-14
302,Sale,-4,2024-02-14
424,Sale,-1,2024-02-14
163,Sale,-3,2024-02-15
295,Sale,-3,2024-02-15
250,Sale,-5,2024-02-15
65,Sale,-4,2024-02-15
300,Sale,-3,2024-02-15
102,Sale,-2,2024-02-15
299,Sale,-5,2024-02-15
9,Sale,-2,2024-02-15
441,Sale,-1,2024-02-15
295,Sale,-1,2024-02-15
76,Sale,-2,2024-02-15
93,Sale,-3,2024-02-15
487,Sale,-3,2024-02-15
430,Sale,-1,2024-02-15
118,Sale,-1,2024-02-15
118,Sale,-1,2024-02-15
359,Sale,-3,2024-02-15
281,Sale,-2,2024-02-15
61,Sale,-5,2024-02-15
1,Sale,-1,2024-02-15
466,Sale,-3,2024-02-15
42,Sale,-2,2024-02-15
140,Sale,-1,2024-02-15
43,Sale,-2,2024-02-15
34,Sale,-2,2024-02-15
352,Sale,-4,2024-02-15
330,Sale,-3,2024-02-15
169,Sale,-1,2024-02-15
359,Sale,-2,2024-02-15
293,Sale,-3,2024-02-15
412,Sale,-5,2024-02-15
118,Sale,-3,2024-02-15
438,Sale,-2,2024-02-15
489,Sale,-3,2024-02-15
196,Sale,-2,2024-02-15
150,Sale,-2,2024-02-16
54,Sale,-3,2024-02-16
286,Sale,-3,2024-02-16
283,Sale,-5,2024-02-16
416,Sale,-1,2024-02-16
233,Sale,-3,2024-02-16
255,Sale,-4,2024-02-16
113,Sale,-4,2024-02-16
78,Sale,-2,2024-02-16
358,Sale,-2,2024-02-16
398,Sale,-2,2024-02-16
102,Sale,-4,2024-02-16
118,Sale,-5,2024-02-16
203,Sale,-1,2024-02-16
240,Sale,-3,2024-02-16
253,Sale,-3,2024-02-16
161,Sale,-1,2024-02-16
407,Sale,-1,2024-02-16
172,Sale,-5,2024-02-16
494,Sale,-4,2024-02-16
353,Sale,-5,2024-02-16
478,Sale,-2,2024-02-16
454,Sale,-4,2024-02-16
27,Sale,-1,2024-02-16
324,Sale,-5,2024-02-16
468,Sale,-3,2024-02-16
159,Sale,-3,2024-02-16
296,Sale,-1,2024-02-16
16,Sale,-5,2024-02-16
315,Sale,-5,2024-02-16
138,Sale,-2,2024-02-16
225,Sale,-4,2024-02-16
241,Sale,-5,2024-02-16
115,Sale,-1,2024-02-16
245,Sale,-4,2024-02-16
48,Sale,-5,2024-02-16
361,Sale,-4,2024-02-16
243,Sale,-2,2024-02-16
491,Sale,-4,2024-02-16
245,Sale,-5,2024-02-17
13,Sale,-4,2024-02-17
154,Sale,-5,2024-02-17
289,Sale,-4,2024-02-17
21,Sale,-4,2024-02-17
286,Sale,-5,2024-02-17
27,Sale,-2,2024-02-17
406,Sale,-3,2024-02-17
205,Sale,-4,2024-02-17
196,Sale,-3,2024-02-17
398,Sale,-3,2024-02-17
2,Sale,-5,2024-02-17
192,Sale,-5,2024-02-17
458,Sale,-4,2024-02-17
53,Sale,-5,2024-02-17
70,Sale,-2,2024-02-17
232,Sale,-1,2024-02-17
439,Sale,-4,2024-02-17
199,Sale,-1,2024-02-17
354,Sale,-4,2024-02-17
273,Sale,-2,2024-02-17
208,Sale,-3,2024-02-17
415,Sale,-4,2024-02-17
373,Sale,-4,2024-02-17
165,Sale,-2,2024-02-17
377,Sale,-3,2024-02-17
331,Sale,-2,2024-02-17
306,Sale,-1,2024-02-17
402,Sale,-4,2024-02-17
63,Sale,-3,2024-02-17
361,Sale,-2,2024-02-17
333,Sale,-4,2024-02-17
266,Sale,-5,2024-02-17
35,Sale,-2,2024-02-17
309,Sale,-1,2024-02-17
279,Sale,-4,2024-02-17
484,Sale,-5,2024-02-17
147,Sale,-5,2024-02-17
216,Sale,-1,2024-02-17
387,Sale,-4,2024-02-17
108,Sale,-3,2024-02-17
186,Sale,-2,2024-02-17
444,Sale,-2,2024-02-17
74,Sale,-3,2024-02-17
481,Sale,-2,2024-02-17
108,Sale,-2,2024-02-17
447,Sale,-2,2024-02-17
78,Sale,-3,2024-02-17
96,Sale,-3,2024-02-17
403,Sale,-1,2024-02-17
335,Sale,-5,2024-02-17
445,Sale,-5,2024-02-17
156,Sale,-2,2024-02-17
494,Sale,-2,2024-02-17
286,Sale,-1,2024-02-17
93,Sale,-2,2024-02-17
74,Sale,-1,2024-02-17
384,Sale,-5,2024-02-18
487,Sale,-4,2024-02-18
8,Sale,-5,2024-02-18
17,Sale,-1,2024-02-18
220,Sale,-1,2024-02-18
442,Sale,-4,2024-02-18
359,Sale,-3,2024-02-18
460,Sale,-1,2024-02-18
386,Sale,-3,2024-02-18
362,Sale,-1,2024-02-18
206,Sale,-3,2024-02-18
84,Sale,-5,2024-02-18
185,Sale,-4,2024-02-18
277,Sale,-3,2024-02-18
131,Sale,-3,2024-02-18
375,Sale,-1,2024-02-18
437,Sale,-4,2024-02-18
202,Sale,-4,2024-02-18
89,Sale,-3,2024-02-18
312,Sale,-1,2024-02-18
63,Sale,-4,2024-02-18
240,Sale,-1,2024-02-18
441,Sale,-2,2024-02-18
171,Sale,-3,2024-02-18
171,Sale,-5,2024-02-18
321,Sale,-2,2024-02-18
472,Sale,-2,2024-02-18
202,Sale,-2,2024-02-18
439,Sale,-1,2024-02-18
76,Sale,-1,2024-02-18
290,Sale,-2,2024-02-18
183,Sale,-4,2024-02-18
394,Sale,-2,2024-02-18
420,Sale,-3,2024-02-18
353,Sale,-2,2024-02-19
277,Sale,-5,2024-02-19
402,Sale,-4,2024-02-19
94,Sale,-3,2024-02-19
233,Sale,-2,2024-02-19
197,Sale,-2,2024-02-19
58,Sale,-1,2024-02-19
324,Sale,-5,2024-02-19
258,Sale,-2,2024-02-19
187,Sale,-2,2024-02-19
489,Sale,-4,2024-02-19
39,Sale,-2,2024-02-19
178,Sale,-3,2024-02-19
331,Sale,-4,2024-02-19
491,Sale,-4,2024-02-19
423,Sale,-2,2024-02-19
473,Sale,-2,2024-02-19
216,Sale,-4,2024-02-19
263,Sale,-4,2024-02-19
106,Sale,-1,2024-02-19
361,Sale,-5,2024-02-19
223,Sale,-2,2024-02-19
195,Sale,-4,2024-02-19
81,Sale,-5,2024-02-19
31,Sale,-1,2024-02-19
304,Sale,-1,2024-02-19
149,Sale,-2,2024-02-19
305,Sale,-3,2024-02-19
198,Sale,-5,2024-02-19
481,Sale,-3,2024-02-19
226,Sale,-2,2024-02-19
246,Sale,-1,2024-02-19
451,Sale,-5,2024-02-19
446,Sale,-4,2024-02-20
295,Sale,-1,2024-02-20
445,Sale,-5,2024-02-20
305,Sale,-3,2024-02-20
454,Sale,-2,2024-02-20
59,Sale,-5,2024-02-20
151,Sale,-1,2024-02-20
334,Sale,-4,2024-02-20
62,Sale,-2,2024-02-20
306,Sale,-2,2024-02-20
126,Sale,-2,2024-02-20
203,Sale,-1,2024-02-20
17,Sale,-3,2024-02-20
438,Sale,-4,2024-02-20
459,Sale,-1,2024-02-20
438,Sale,-1,2024-02-20
229,Sale,-5,2024-02-20
80,Sale,-3,2024-02-20
426,Sale,-2,2024-02-20
406,Sale,-4,2024-02-20
206,Sale,-5,2024-02-20
236,Sale,-3,2024-02-20
315,Sale,-1,2024-02-20
145,Sale,-4,2024-02-20
136,Sale,-1,2024-02-20
304,Sale,-3,2024-02-20
441,Sale,-5,2024-02-20
107,Sale,-4,2024-02-20
434,Sale,-3,2024-02-20
101,Sale,-3,2024-02-20
256,Sale,-3,2024-02-20
365,Sale,-5,2024-02-20
248,Sale,-1,2024-02-20
184,Sale,-4,2024-02-20
3,Sale,-3,2024-02-20
205,Sale,-2,2024-02-20
165,Sale,-4,2024-02-20
66,Sale,-3,2024-02-20
380,Sale,-5,2024-02-20
418,Sale,-3,2024-02-20
12,Sale,-4,2024-02-20
103,Sale,-4,2024-02-20
425,Sale,-3,2024-02-20
347,Sale,-1,2024-02-20
383,Sale,-4,2024-02-20
355,Sale,-4,2024-02-20
89,Sale,-1,2024-02-21
416,Sale,-2,2024-02-21
50,Sale,-3,2024-02-21
286,Sale,-3,2024-02-21
479,Sale,-4,2024-02-21
469,Sale,-5,2024-02-21
387,Sale,-5,2024-02-21
433,Sale,-2,2024-02-21
155,Sale,-1,2024-02-21
15,Sale,-2,2024-02-21
370,Sale,-5,2024-02-21
475,Sale,-2,2024-02-21
272,Sale,-1,2024-02-21
448,Sale,-4,2024-02-21
37,Sale,-3,2024-02-21
497,Sale,-5,2024-02-21
9,Sale,-3,2024-02-21
61,Sale,-1,2024-02-21
109,Sale,-5,2024-02-21
201,Sale,-4,2024-02-21
470,Sale,-5,2024-02-21
307,Sale,-2,2024-02-21
249,Sale,-1,2024-02-21
316,Sale,-4,2024-02-21
