OrderID,CustomerID,OrderDate,TotalAmount
896,1218,2024-07-06,799.7
897,1381,2024-07-06,262.27
898,1884,2024-07-06,113.74
899,1950,2024-07-06,776.81
900,798,2024-07-06,434.54
901,1761,2024-07-06,339.25
902,1889,2024-07-06,640.78
903,1792,2024-07-31,426.49
904,1347,2024-07-31,434.96
905,1501,2024-04-24,403.2
906,270,2024-04-24,448.86
907,2363,2024-03-12,432.58
908,81,2024-03-12,350.6
909,2436,2024-08-09,24.88
910,572,2024-08-09,919.31
911,1885,2024-05-06,737.87
912,1541,2024-01-27,875.81
913,573,2024-01-27,858.31
914,768,2024-01-27,175.18
915,2039,2024-07-22,65.55
916,2076,2024-07-22,699.58
917,1652,2024-07-22,524.88
918,2070,2023-12-15,486.02
919,560,2023-12-15,733.42
920,508,2023-11-18,26.51
921,1165,2024-02-04,901.29
922,1776,2023-12-01,637.4
923,2433,2024-02-21,787.66
924,2373,2024-02-21,519.85
925,948,2024-02-21,620.83
926,1151,2024-02-24,734.55
927,2282,2023-11-23,377.6
928,1511,2023-11-19,864.57
929,2075,2024-04-09,98.39
930,1862,2024-04-09,118.29
931,1140,2024-04-09,540.57
932,2221,2024-02-02,884.1
933,1538,2024-02-02,783.15
934,805,2024-02-02,32.96
935,562,2024-07-21,298.68
936,1374,2024-07-21,236.64
937,600,2024-07-21,970.26
938,1255,2024-05-30,322.0
939,475,2024-05-30,885.63
940,1161,2024-08-03,760.52
941,919,2024-08-03,835.6
942,280,2024-05-18,155.76
943,987,2024-05-18,589.55
944,186,2024-05-18,515.05
945,1860,2024-02-06,491.39
946,2379,2024-02-06,598.84
947,853,2024-02-06,972.7
948,2492,2024-07-04,112.27
949,1463,2024-07-04,872.74
950,943,2024-07-04,624.05
951,831,2024-07-04,853.4
952,1370,2024-07-04,959.52
953,1822,2024-07-04,103.19
954,966,2024-07-04,876.87
955,1907,2024-07-04,924.66
956,1458,2024-07-04,864.29
957,1898,2024-07-04,149.02
958,2386,2024-07-04,156.87
959,1844,2024-07-04,737.51
960,1309,2024-07-04,774.97
961,1426,2024-06-20,454.16
962,1696,2023-12-05,868.66
963,1080,2023-12-29,657.34
964,1511,2023-12-29,893.91
965,39,2024-09-29,28.96
966,1056,2024-09-29,546.61
967,1159,2023-12-25,391.84
968,1885,2024-08-14,402.7
969,138,2024-05-22,747.13
970,608,2024-05-22,687.19
971,673,2024-05-22,39.57
972,2312,2024-09-16,489.38
973,2002,2024-09-16,256.63
974,1661,2024-09-16,371.51
975,2415,2024-02-17,373.43
976,2429,2024-02-17,366.66
977,1979,2024-02-17,365.48
978,2093,2024-05-08,518.46
979,1890,2024-08-04,24.41
980,2426,2024-08-04,87.82
981,2474,2024-03-17,86.99
982,1074,2024-03-17,283.08
983,915,2024-02-14,687.95
984,2410,2024-02-16,101.13
985,2300,2024-02-16,823.71
986,1388,2024-03-02,586.69
987,140,2024-03-02,217.1
988,236,2024-03-02,975.23
989,752,2024-03-02,851.89
990,768,2024-03-02,549.67
991,315,2024-03-02,778.12
992,1961,2024-03-02,405.09
993,269,2024-03-02,25.93
994,624,2024-03-02,847.4
995,2046,2024-03-02,44.13
996,2321,2023-11-22,639.79
997,2280,2023-11-03,994.7
998,647,2023-11-03,46.12
999,1155,2024-06-15,500.04
1000,1578,2024-08-27,423.2
1001,631,2024-08-27,671.52
1002,2300,2023-12-11,337.77
1003,2261,2023-12-11,751.56
1004,1149,2023-12-11,838.79
1005,2395,2024-09-22,131.0
1006,805,2024-09-22,368.94
1007,2110,2024-09-22,885.5
1008,1211,2024-05-04,365.18
1009,1003,2024-05-04,37.76
1010,558,2024-10-09,341.4
1011,2150,2024-01-19,940.19
1012,243,2024-01-19,571.91
1013,1407,2024-04-10,209.11
1014,1380,2024-01-20,650.37
1015,2443,2024-01-20,226.21
1016,1890,2024-09-14,618.31
1017,1961,2024-09-14,811.06
1018,85,2024-09-14,625.35
1019,440,2024-02-28,440.28
1020,2334,2024-02-28,239.02
1021,683,2024-02-28,562.15
1022,476,2024-04-05,182.64
1023,2075,2024-04-05,832.05
1024,1987,2024-04-05,300.93
1025,612,2023-10-23,743.44
1026,186,2023-10-23,63.23
1027,1156,2023-10-23,179.28
1028,785,2024-08-18,321.67
1029,2499,2024-09-06,432.43
1030,944,2024-09-06,281.7
1031,1861,2024-09-06,820.82
1032,642,2024-03-03,410.09
1033,821,2024-03-03,819.16
1034,1700,2024-03-03,288.77
1035,242,2024-03-03,514.22
1036,1101,2024-03-03,828.38
1037,185,2024-03-03,142.18
1038,1089,2024-03-03,886.43
1039,1020,2024-03-03,952.82
1040,584,2024-04-05,90.32
1041,1972,2024-04-05,598.27
1042,482,2023-10-27,652.9
1043,1434,2023-10-27,725.06
1044,1384,2023-10-27,698.45
1045,1760,2024-04-25,656.45
1046,68,2024-04-25,792.55
1047,332,2024-04-25,881.29
1048,1704,2023-12-09,796.09
1049,1310,2023-12-09,82.07
1050,2166,2023-12-09,500.9
1051,268,2024-05-08,265.02
1052,1625,2024-05-08,66.84
1053,218,2024-05-08,938.11
1054,2314,2024-04-21,542.12
1055,708,2024-04-21,178.44
1056,514,2024-03-08,32.26
1057,2469,2024-03-08,436.84
1058,2324,2024-09-20,677.62
1059,851,2024-09-20,426.44
1060,1079,2024-02-26,690.73
1061,2310,2024-02-26,147.03
1062,504,2024-02-26,240.69
1063,450,2024-08-21,322.67
1064,1410,2024-04-22,485.54
1065,640,2024-04-22,276.73
1066,2236,2024-03-31,754.05
1067,854,2024-03-31,910.35
1068,958,2024-02-22,926.55
1069,1716,2024-02-22,902.47
1070,2488,2024-05-05,346.58
1071,2352,2024-09-29,84.45
1072,2050,2024-09-29,566.51
1073,517,2024-09-29,549.14
1074,1423,2023-11-11,963.7
1075,406,2023-11-11,229.14
1076,1713,2024-09-25,103.68
1077,1102,2024-06-08,266.78
1078,47,2024-06-08,234.23
1079,2090,2024-06-17,484.52
1080,733,2024-05-27,736.7
1081,1162,2024-05-27,259.19
1082,1553,2024-05-27,357.68
1083,1460,2023-10-28,346.57
1084,1321,2023-10-28,863.67
1085,610,2023-10-28,895.95
1086,2468,2024-01-04,955.22
1087,2427,2024-07-12,735.89
1088,2088,2024-07-12,830.95
1089,258,2024-05-28,167.13
1090,1699,2024-04-29,506.99
1091,1971,2024-09-21,783.6
1092,1278,2024-05-15,118.09
1093,1669,2024-05-15,856.84
1094,792,2024-05-15,493.65
1095,686,2024-01-28,593.26
1096,1225,2023-10-16,463.95
1097,1704,2024-08-22,831.78
1098,1810,2024-07-26,959.7
1099,842,2024-02-18,581.73
1100,1065,2024-05-09,198.86
1101,1032,2024-05-09,767.29
1102,2241,2024-05-09,825.0
1103,298,2024-07-11,393.12
1104,1947,2024-07-11,556.48
1105,1220,2024-03-25,93.67
1106,974,2024-04-01,170.7
1107,377,2024-09-03,629.21
1108,691,2024-09-26,724.24
1109,1493,2024-09-26,860.82
1110,1538,2024-09-26,989.88
1111,1590,2023-11-05,979.63
1112,1482,2023-11-05,708.76
1113,1293,2024-04-18,627.34
1114,2186,2024-04-18,420.9
1115,1398,2023-12-31,511.02
1116,1273,2023-12-31,427.87
1117,153,2024-08-26,27.73
1118,1847,2024-10-03,298.4
1119,1434,2024-10-03,727.76
1120,1275,2024-03-15,720.52
1121,923,2024-03-15,698.04
1122,1804,2024-08-04,450.66
1123,1685,2024-08-04,425.12
1124,45,2024-05-16,98.77
1125,1928,2024-05-16,243.34
1126,2030,2024-07-12,732.65
1127,857,2024-07-12,644.57
1128,57,2024-06-03,681.04
1129,537,2024-06-03,125.4
1130,2384,2024-06-03,882.24
1131,1655,2024-03-07,718.55
1132,1086,2024-03-07,663.87
1133,1785,2024-02-02,650.8
1134,2330,2024-09-24,196.97
1135,1992,2024-09-24,121.63
1136,2165,2024-05-16,441.21
1137,785,2024-05-16,888.54
1138,799,2024-05-16,493.21
1139,1056,2024-08-12,822.26
1140,144,2024-07-13,411.47
1141,784,2024-07-13,686.67
1142,1059,2024-07-13,303.58
1143,2013,2024-05-22,774.43
1144,1061,2024-05-22,412.85
1145,329,2024-05-22,158.04
1146,1095,2024-02-04,459.61
1147,2054,2024-02-04,272.78
1148,110,2024-02-04,954.23
1149,272,2023-11-14,669.62
1150,586,2024-09-14,918.64
1151,1253,2024-09-14,672.02
1152,15,2024-09-14,434.8
1153,2006,2024-02-07,759.93
1154,1699,2024-09-30,730.04
1155,1249,2024-09-30,538.25
1156,2327,2024-05-08,887.18
1157,715,2024-05-08,464.49
1158,1696,2024-05-08,703.12
1159,731,2024-06-07,215.46
1160,2097,2023-11-12,991.07
1161,344,2024-09-14,524.24
1162,1191,2024-09-14,591.55
1163,1688,2024-09-14,46.4
1164,542,2024-07-16,145.8
1165,1015,2024-07-16,624.85
1166,1919,2024-02-09,92.37
1167,223,2023-12-15,498.99
1168,352,2024-03-23,388.29
1169,2211,2023-11-27,657.45
1170,1012,2024-01-07,298.35
1171,640,2024-01-07,794.18
1172,2144,2023-11-16,21.41
1173,1344,2023-11-16,909.09
1174,2458,2024-05-08,770.09
1175,1686,2024-05-08,800.12
1176,7,2024-05-08,225.78
1177,508,2024-07-09,797.0
1178,1838,2024-07-09,79.91
1179,2326,2024-07-09,482.26
1180,911,2024-07-09,922.98
1181,981,2024-07-09,45.95
1182,2129,2024-07-09,827.48
1183,1724,2024-07-09,696.05
1184,334,2024-07-09,124.52
1185,1441,2024-07-09,860.29
1186,1721,2024-07-09,44.41
1187,1495,2024-09-25,42.41
1188,662,2024-09-25,315.58
1189,239,2024-09-25,867.37
1190,2207,2024-02-24,610.64
1191,56,2024-02-24,525.62
1192,1051,2024-04-18,181.53
1193,501,2024-09-15,978.38
1194,2351,2024-03-23,853.17
1195,620,2024-03-23,498.94
1196,84,2024-03-23,722.55
1197,1462,2023-11-21,34.57
1198,2169,2023-11-21,301.16
1199,1772,2024-05-27,254.86
1200,516,2024-01-22,657.43
1201,1449,2024-01-22,244.96
1202,1677,2024-04-04,69.54
1203,831,2024-04-04,535.45
1204,729,2024-04-04,598.63
1205,1870,2023-11-16,784.82
1206,1748,2023-11-16,938.54
1207,298,2023-11-16,390.39
1208,74,2024-09-06,927.21
1209,635,2023-12-12,382.07
1210,657,2023-12-12,209.66
1211,257,2023-12-12,702.97
1212,2326,2024-05-27,523.9
1213,896,2024-05-27,291.58
1214,1253,2023-12-19,506.38
1215,1720,2023-12-19,720.42
1216,362,2024-09-09,673.39
1217,776,2024-09-09,815.99
1218,1022,2024-03-07,517.46
1219,1747,2024-03-07,123.43
1220,1735,2023-11-14,857.15
1221,1874,2023-12-14,720.19
1222,311,2024-07-24,954.04
1223,1185,2024-07-24,889.11
1224,1780,2024-02-13,28.05
1225,2081,2024-02-13,66.37
1226,1117,2024-03-07,365.28
1227,2125,2023-11-29,360.28
1228,1070,2023-11-29,837.38
1229,967,2023-12-15,901.19
1230,2099,2023-12-15,224.17
1231,2150,2024-04-05,853.13
1232,1887,2024-04-05,765.42
1233,1502,2024-01-23,880.22
1234,635,2024-01-23,121.85
1235,726,2024-06-28,978.54
1236,181,2024-06-28,658.62
1237,1990,2024-06-28,510.88
1238,213,2024-07-01,642.21
1239,1741,2024-07-01,118.4
1240,139,2024-07-01,399.33
1241,2010,2024-07-01,276.56
1242,1336,2024-07-01,668.66
1243,1881,2024-06-13,267.84
1244,243,2024-06-13,403.98
1245,2235,2024-06-13,620.69
1246,423,2024-06-14,866.79
1247,1538,2024-06-14,148.25
1248,394,2024-06-14,856.95
1249,386,2023-10-22,797.02
1250,2349,2023-10-22,462.33
1251,1048,2023-10-22,155.01
1252,992,2024-04-07,614.88
1253,899,2024-04-07,148.08
1254,712,2024-08-28,341.19
1255,2237,2024-08-28,285.15
1256,1645,2024-08-28,302.92
1257,1389,2024-02-21,221.97
1258,1432,2024-02-21,897.41
1259,470,2023-12-31,844.36
1260,2108,2023-12-31,250.14
1261,859,2024-05-27,475.23
1262,691,2024-08-24,107.51
1263,55,2024-08-24,159.57
1264,1224,2024-06-09,975.4
1265,505,2024-06-09,162.36
1266,1144,2024-06-09,877.97
1267,1440,2024-05-03,718.19
1268,968,2024-05-03,356.38
1269,952,2024-07-14,659.21
1270,961,2024-07-14,305.51
1271,1909,2024-07-14,376.27
1272,1446,2024-02-25,24.42
1273,1084,2023-12-23,800.99
1274,116,2024-01-08,258.69
1275,2346,2024-01-08,890.36
1276,1661,2024-01-16,205.6
1277,1539,2024-04-06,260.6
1278,2163,2024-04-06,249.79
1279,738,2024-05-05,787.09
1280,808,2023-12-03,892.35
1281,638,2024-06-18,976.14
1282,1028,2024-06-18,82.36
1283,1011,2024-06-18,956.27
1284,616,2024-06-22,131.78
1285,922,2024-06-22,997.19
1286,199,2024-04-24,695.72
1287,60,2024-04-24,37.52
1288,2167,2024-04-24,335.35
1289,1359,2024-05-28,320.08
1290,1354,2024-05-28,54.64
1291,1180,2024-05-28,298.8
1292,180,2024-09-07,131.22
1293,1628,2024-09-07,912.36
1294,2180,2024-07-04,786.86
1295,2128,2024-07-04,557.41
1296,1391,2024-07-04,533.7
1297,2093,2024-07-04,696.99
1298,1414,2024-07-04,137.74
1299,676,2024-07-04,265.71
1300,862,2024-07-04,95.95
1301,484,2024-07-04,895.45
1302,787,2024-07-04,497.47
1303,1940,2024-02-17,424.72
1304,1451,2024-02-17,977.15
1305,1320,2024-02-17,746.8
1306,565,2023-11-29,42.98
1307,2403,2023-11-29,920.42
1308,2493,2023-11-29,542.88
1309,1710,2023-12-21,231.99
1310,1136,2023-12-21,677.08
1311,56,2024-05-10,187.31
1312,2358,2024-05-10,788.76
1313,2254,2024-05-10,195.26
1314,2102,2024-09-07,748.69
1315,2432,2024-09-07,681.92
1316,917,2024-08-29,654.68
1317,456,2024-09-04,590.5
1318,258,2024-01-24,650.47
1319,24,2024-01-24,855.21
1320,182,2023-11-19,561.83
1321,804,2023-11-19,964.56
1322,546,2023-11-19,752.89
1323,883,2024-05-18,517.34
1324,1099,2024-05-18,784.39
1325,212,2024-02-10,809.49
1326,638,2024-02-10,405.1
1327,2445,2024-08-16,679.73
1328,2449,2024-08-16,973.73
1329,138,2024-02-03,925.19
1330,1457,2024-02-03,659.33
1331,2282,2024-02-03,497.19
1332,1648,2023-11-04,718.01
1333,1089,2023-11-04,708.72
1334,1764,2023-11-04,126.01
1335,1667,2023-11-28,904.41
1336,1264,2023-11-28,559.43
1337,375,2023-11-28,935.5
1338,2457,2024-08-12,185.57
1339,467,2024-04-13,595.83
1340,558,2024-04-13,22.17
1341,2441,2024-04-13,233.36
1342,540,2023-11-28,710.18
1343,2167,2023-11-28,50.95
1344,1842,2024-07-21,498.34
1345,2470,2024-07-21,327.92
1346,758,2024-07-21,445.83
1347,83,2024-07-29,920.84
1348,1033,2024-09-16,673.94
1349,332,2024-09-16,318.3
1350,1465,2024-09-16,268.45
1351,100,2024-02-10,623.75
1352,259,2023-10-31,364.11
1353,2470,2024-03-11,331.27
1354,1985,2024-03-11,935.64
1355,873,2024-03-11,761.4
1356,2247,2023-11-01,563.79
1357,1062,2023-12-12,506.52
1358,1516,2023-12-12,387.05
1359,1573,2023-12-12,300.81
1360,1599,2024-04-17,758.07
1361,479,2024-04-17,310.89
1362,561,2024-05-17,354.65
1363,1947,2024-09-07,124.12
1364,563,2024-09-07,615.01
1365,297,2024-09-07,245.06
1366,1630,2024-10-04,58.44
1367,1201,2024-10-04,317.78
1368,2247,2024-07-16,20.92
1369,939,2023-11-08,127.34
1370,1917,2023-11-08,204.86
1371,1909,2023-11-08,712.91
1372,185,2024-09-03,923.86
1373,1628,2024-09-03,601.62
1374,2297,2024-09-03,960.08
1375,1333,2024-09-17,934.76
1376,1893,2024-09-19,977.43
1377,1719,2024-08-23,780.5
1378,1848,2023-12-04,436.67
1379,353,2023-11-09,428.1
1380,2154,2023-11-09,914.23
1381,195,2023-11-09,228.07
1382,67,2024-04-05,48.71
1383,1261,2024-04-05,390.19
1384,100,2024-04-05,875.34
1385,1408,2023-11-02,673.2
1386,854,2023-11-02,739.21
1387,2493,2024-08-02,923.42
1388,2097,2024-06-28,353.98
1389,2493,2024-06-28,183.6
1390,1478,2024-06-28,971.16
1391,2481,2024-02-22,938.75
1392,766,2024-02-22,660.23
1393,569,2024-04-25,655.0
1394,1781,2024-04-25,741.89
1395,499,2024-01-09,871.17
1396,223,2024-01-09,745.13
1397,2017,2024-01-09,394.91
1398,1718,2024-07-24,825.08
1399,1446,2024-08-08,807.06
1400,529,2023-11-22,751.82
1401,1241,2023-11-22,890.88
1402,970,2023-10-28,712.49
1403,884,2023-10-28,146.94
1404,2168,2024-05-29,682.54
1405,846,2024-02-21,501.27
1406,1968,2024-02-21,239.91
1407,1727,2024-02-21,433.78
1408,223,2024-01-17,952.21
1409,1600,2024-01-17,536.19
1410,2205,2024-05-23,81.62
1411,1843,2024-08-21,536.65
1412,730,2024-08-21,813.11
1413,1483,2024-08-21,46.28
1414,2162,2023-11-25,390.69
1415,2379,2023-11-25,701.03
1416,1921,2023-10-21,948.26
1417,922,2023-10-21,826.33
1418,293,2023-10-21,997.62
1419,2189,2024-07-02,521.84
1420,516,2024-07-02,722.98
1421,1259,2024-07-02,403.39
1422,1779,2024-07-02,306.98
1423,153,2024-07-02,363.81
1424,875,2024-07-02,461.02
1425,27,2024-07-02,78.3
1426,1263,2024-07-02,338.1
1427,339,2024-07-02,395.05
1428,1452,2024-07-02,72.03
1429,2354,2024-07-02,968.11
1430,2149,2024-07-02,26.33
1431,1819,2023-10-24,895.35
1432,2409,2023-10-24,677.25
1433,266,2023-10-25,631.44
1434,403,2024-04-02,36.56
1435,766,2023-11-06,298.57
1436,1988,2023-11-06,837.88
1437,1076,2023-11-06,208.52
1438,1948,2024-03-22,221.11
1439,1245,2024-03-22,92.72
1440,404,2024-03-11,183.98
1441,363,2024-03-11,900.53
1442,2133,2024-08-24,271.51
1443,2331,2024-02-14,743.38
1444,2076,2024-10-06,89.86
1445,1473,2023-12-06,311.89
1446,480,2023-12-06,331.26
1447,1060,2024-08-03,765.49
1448,1979,2024-08-03,892.18
1449,2321,2024-06-26,434.57
1450,753,2024-06-26,194.4
1451,298,2024-04-05,265.02
1452,512,2024-05-31,71.7
1453,2128,2024-05-31,935.94
1454,72,2024-05-28,999.12
1455,262,2024-05-28,958.23
1456,1686,2024-02-08,861.27
1457,2023,2024-06-08,434.69
1458,1895,2024-06-08,392.4
1459,579,2023-10-22,514.89
1460,2080,2023-10-22,339.23
1461,374,2023-10-22,917.37
1462,2020,2024-07-27,887.04
1463,647,2024-07-27,701.49
1464,76,2023-12-14,644.21
1465,159,2023-12-14,905.61
1466,178,2023-12-29,847.5
1467,772,2024-03-24,340.04
1468,1221,2024-07-13,76.59
1469,1147,2024-07-13,689.48
1470,1832,2024-07-13,23.31
1471,2184,2024-05-11,92.17
1472,1325,2024-05-11,493.83
1473,2099,2024-05-11,944.22
1474,784,2024-08-07,486.71
1475,540,2024-08-07,348.38
1476,1109,2024-08-18,966.8
1477,2458,2024-08-18,610.27
1478,1461,2024-05-08,890.99
1479,1264,2024-05-08,173.35
1480,1253,2024-07-15,786.07
1481,1002,2024-07-15,521.06
1482,1855,2023-11-13,938.52
1483,465,2023-11-13,341.94
1484,1327,2023-11-13,106.13
1485,354,2024-07-19,871.48
1486,1712,2024-07-19,849.53
1487,2154,2024-07-28,917.56
1488,2034,2024-07-28,866.1
1489,1265,2023-10-28,491.6
1490,29,2024-01-21,768.04
1491,29,2024-01-21,943.67
1492,936,2024-02-03,709.0
1493,490,2024-09-14,356.28
1494,2177,2024-07-05,808.64
1495,928,2024-07-05,957.23
1496,1848,2024-07-05,724.04
1497,614,2024-07-05,814.97
1498,503,2023-12-26,313.65
1499,2096,2023-10-31,725.35
1500,2076,2023-10-31,520.06
1501,2471,2024-03-15,894.27
1502,135,2024-03-15,482.6
1503,1170,2024-03-15,336.82
1504,2148,2024-05-06,38.09
1505,130,2024-05-06,807.83
1506,836,2024-04-03,682.68
1507,2333,2024-08-16,259.71
1508,2002,2024-08-16,24.14
1509,1934,2024-08-02,823.67
1510,1894,2024-01-20,970.43
1511,1052,2024-01-20,402.12
1512,1680,2024-01-20,226.46
1513,1017,2023-12-04,154.54
1514,1449,2023-12-04,156.56
1515,1847,2023-12-04,126.17
1516,990,2024-07-07,28.9
1517,1380,2024-07-07,496.09
1518,662,2024-07-07,30.52
1519,711,2024-07-07,726.25
1520,838,2024-07-07,438.13
1521,954,2024-07-07,498.35
1522,1865,2024-07-07,464.96
1523,1930,2024-07-07,323.33
1524,389,2024-07-07,230.78
1525,1924,2024-07-07,414.68
1526,1473,2024-07-07,163.59
1527,491,2024-07-07,304.39
1528,44,2024-07-07,315.5
1529,25,2024-07-07,612.49
1530,2135,2024-07-07,599.17
1531,1095,2024-06-29,96.37
1532,952,2024-08-12,71.73
1533,1814,2024-08-12,55.69
1534,893,2024-05-02,798.03
1535,1169,2024-05-02,870.78
1536,85,2024-09-19,297.89
1537,813,2024-08-27,525.42
1538,213,2024-08-27,302.61
1539,422,2024-08-27,421.0
1540,475,2024-10-07,640.3
1541,960,2024-10-07,32.1
1542,1041,2024-10-07,89.07
1543,2313,2024-05-30,503.72
1544,867,2024-05-30,965.3
1545,315,2024-07-02,97.09
1546,483,2024-07-02,342.24
1547,282,2024-07-02,856.84
1548,2225,2024-07-02,647.67
1549,1034,2024-07-02,305.39
1550,2398,2024-07-02,914.16
1551,881,2023-11-12,915.04
1552,1826,2023-11-12,448.79
1553,1515,2023-11-12,484.51
1554,1226,2024-05-11,601.07
1555,1292,2024-08-08,227.18
1556,1596,2024-08-08,285.36
1557,564,2024-07-27,235.74
1558,1998,2024-07-27,374.1
1559,2460,2024-07-27,339.52
1560,1336,2024-05-13,542.23
1561,2060,2024-05-13,833.28
1562,2425,2023-12-15,621.49
1563,1360,2023-12-15,698.95
1564,1620,2024-01-07,972.76
1565,1516,2024-01-07,689.1
1566,473,2024-06-30,197.57
1567,2479,2024-06-30,250.84
1568,860,2024-06-30,249.47
1569,679,2023-12-23,554.28
1570,246,2023-12-23,377.95
1571,206,2023-11-25,731.07
1572,2090,2023-11-25,851.6
1573,1516,2023-11-25,485.05
1574,314,2024-03-15,551.45
1575,973,2024-03-15,631.44
1576,2248,2024-03-15,252.64
1577,54,2024-01-18,169.91
1578,1686,2024-01-18,316.61
1579,1572,2024-02-25,992.9
1580,1011,2024-02-25,990.49
1581,26,2024-02-25,905.12
1582,1756,2024-08-28,169.78
1583,1472,2024-08-28,750.77
1584,1129,2024-07-09,793.09
1585,986,2024-07-09,652.57
1586,1081,2024-07-09,948.08
1587,1137,2024-07-09,539.31
1588,58,2024-07-09,218.08
1589,1178,2024-07-09,682.51
1590,738,2024-07-09,460.79
1591,2023,2024-03-29,969.29
1592,685,2024-02-25,376.79
1593,450,2024-02-25,496.2
1594,43,2024-01-30,395.49
1595,830,2024-01-30,776.29
1596,591,2023-11-05,781.8
1597,902,2024-08-08,358.37
1598,206,2024-08-08,21.53
1599,2076,2024-08-08,599.43
1600,844,2023-11-05,234.39
1601,2490,2023-11-05,628.84
1602,896,2023-11-05,747.72
1603,2062,2024-03-10,540.22
1604,307,2024-03-10,467.26
1605,1470,2023-12-12,93.6
1606,1336,2023-12-12,652.12
1607,1478,2023-12-12,359.21
1608,1658,2024-02-21,702.96
1609,74,2024-07-18,988.48
1610,111,2024-07-18,729.59
1611,1725,2024-07-18,65.87
1612,2048,2024-07-27,390.24
1613,1913,2024-03-27,892.77
1614,2188,2024-03-27,700.2
1615,1524,2024-03-27,523.65
1616,232,2024-10-04,694.68
1617,797,2024-10-04,572.91
1618,1250,2024-10-04,595.2
1619,362,2023-12-30,296.88
1620,1000,2024-07-19,601.65
1621,2243,2024-07-19,785.32
1622,538,2024-01-26,759.49
1623,1362,2024-01-26,938.99
1624,798,2024-01-26,282.83
1625,566,2024-02-05,445.41
1626,2099,2024-08-13,79.99
1627,2224,2024-08-13,792.55
1628,538,2024-08-13,270.69
1629,87,2024-02-11,930.65
1630,1510,2024-10-08,843.65
1631,263,2024-10-08,379.72
1632,1501,2024-10-08,372.14
1633,1321,2023-11-04,661.19
1634,219,2023-11-04,281.54
1635,825,2023-11-04,290.54
1636,761,2024-03-12,408.01
1637,1330,2024-03-12,130.21
1638,879,2024-06-29,888.69
1639,2289,2024-06-29,24.35
1640,1179,2023-12-31,516.3
1641,1450,2023-12-31,608.44
1642,43,2024-03-23,88.81
1643,1845,2024-03-23,108.35
1644,205,2024-08-09,472.69
1645,685,2024-08-09,501.76
1646,2179,2024-07-20,133.79
1647,220,2024-07-20,308.08
1648,1089,2024-07-20,145.87
1649,485,2024-07-23,112.51
1650,1483,2024-07-23,930.54
1651,92,2024-04-28,727.13
1652,1552,2024-04-28,996.76
1653,14,2023-12-06,830.98
1654,1283,2023-12-06,975.31
1655,932,2023-12-06,625.66
1656,727,2024-01-16,84.7
1657,66,2024-08-07,288.46
1658,827,2024-08-07,98.35
1659,1864,2024-08-07,879.44
1660,1619,2024-01-21,396.53
1661,2410,2024-01-21,39.82
1662,1527,2024-01-21,546.4
1663,930,2024-08-06,373.47
1664,1295,2024-08-06,292.75
1665,647,2024-06-17,526.38
1666,790,2024-06-17,180.1
1667,2441,2024-06-17,540.96
1668,1923,2024-02-15,902.5
1669,2344,2024-06-11,93.95
1670,673,2024-06-11,334.69
1671,1787,2024-06-11,866.69
1672,2162,2024-07-12,47.77
1673,1998,2024-08-07,248.5
1674,653,2024-08-07,417.54
1675,2443,2023-11-21,197.45
1676,1930,2023-11-21,969.31
1677,188,2023-11-21,567.97
1678,865,2024-06-28,291.19
1679,1922,2023-12-25,462.42
1680,671,2023-12-25,203.52
1681,1248,2024-01-15,623.17
1682,1115,2024-01-15,612.32
1683,1105,2023-12-09,537.2
1684,96,2024-03-30,193.1
1685,1106,2024-10-08,56.65
1686,428,2024-10-08,57.79
1687,978,2024-10-08,221.56
1688,42,2024-09-10,981.07
1689,674,2024-09-10,66.17
1690,1580,2024-09-10,391.71
1691,1095,2024-05-09,212.01
1692,2320,2024-05-09,174.76
1693,1953,2024-05-09,258.04
1694,2308,2024-09-22,402.86
1695,997,2024-09-22,655.84
1696,2375,2024-09-22,630.28
1697,1404,2024-03-09,957.64
1698,532,2024-07-28,159.97
1699,722,2024-07-28,929.57
1700,810,2024-04-26,371.15
1701,1788,2024-04-26,136.68
1702,1845,2024-04-26,244.07
1703,2476,2024-07-13,64.72
1704,94,2024-07-13,146.02
1705,2255,2024-07-13,745.31
1706,88,2024-05-21,847.76
1707,2322,2024-05-21,79.93
1708,2249,2024-09-04,682.21
1709,1025,2024-09-04,333.52
1710,386,2023-11-10,836.97
1711,277,2023-11-10,340.69
1712,1127,2023-11-10,601.61
1713,401,2024-04-09,491.57
1714,843,2024-04-09,764.23
1715,1679,2024-04-09,702.03
1716,882,2024-04-26,378.66
1717,29,2024-04-26,814.59
1718,1243,2024-04-26,909.59
1719,1964,2024-10-02,591.42
1720,2215,2023-11-29,671.39
1721,1176,2023-11-29,219.98
1722,1334,2023-11-29,975.56
1723,1382,2024-05-31,556.98
1724,1260,2024-03-30,480.31
1725,284,2024-03-30,576.73
1726,2130,2024-03-30,804.77
1727,866,2024-06-22,224.89
1728,1007,2024-06-22,402.58
1729,709,2024-08-02,670.44
1730,890,2024-08-02,862.35
1731,1988,2024-08-02,882.27
1732,2326,2024-01-27,89.16
1733,1968,2024-01-27,735.43
1734,468,2024-01-27,415.24
1735,1568,2024-06-14,60.18
1736,137,2024-06-14,210.04
1737,1559,2024-06-14,922.31
1738,866,2024-03-12,608.52
1739,1070,2024-03-12,322.43
1740,1734,2024-02-19,326.42
1741,2065,2023-12-15,269.49
1742,1674,2023-12-15,836.28
1743,1675,2023-10-29,427.53
